src,dst,messages_sent,messages_received,messages_total,contribution_index
mi_d40,mi_d40,1,1,2,0.0
mihaiblaj,mihaiblaj,2,2,4,0.0
mit2konstantine,blockwareteam,1,0,1,1.0
mo_raff24,mo_raff24,1,1,2,0.0
novath_eth,creaturetoadz,2,0,2,1.0
ojminusdajuice,ojminusdajuice,1,1,2,0.0
qhtk8w09pphwpfg,qhtk8w09pphwpfg,1,1,2,0.0
sacamgoz1,sacamgoz1,1,1,2,0.0
scullyboy27,scullyboy27,1,1,2,0.0
sd_0_77,sd_0_77,1,1,2,0.0
seldasozeri,seldasozeri,1,1,2,0.0
shelleyk73,shelleyk73,1,1,2,0.0
songllllllllll,songllllllllll,1,1,2,0.0
songlokumu12,songlokumu12,1,1,2,0.0
sugi58399022,sugi58399022,1,1,2,0.0
syapuzzelle,syapuzzelle,1,1,2,0.0
tenishon,tenishon,1,1,2,0.0
thatonechampion,nancripto,0,1,1,-1.0
theplomer,theplomer,1,1,2,0.0
tradeclaw,tradeclaw,1,1,2,0.0
uwunou,uwunou,1,1,2,0.0
vashtiian,vashtiian,1,1,2,0.0
vikky2611,vikky2611,1,1,2,0.0
waterambia,waterambia,1,1,2,0.0
xxiaowan,xxiaowan,1,1,2,0.0
zeeshanbilavin,zeeshanbilavin,1,1,2,0.0
0rstk,bcse_private,1,0,1,1.0
3rodrigoesteban,3rodrigoesteban,1,1,2,0.0
_madil98,_madil98,1,1,2,0.0
acepowerhouse,acepowerhouse,1,1,2,0.0
ahyr99,ahyr99,1,1,2,0.0
aniimore,aniimore,1,1,2,0.0
ataman8934,ataman8934,1,1,2,0.0
azzaltnsk,azzaltnsk,1,1,2,0.0
bigdaddy198086,bigdaddy198086,1,1,2,0.0
btc_hottemasu,btc_hottemasu,1,1,2,0.0
btconly2100m,btconly2100m,1,1,2,0.0
cadburycola,cadburycola,1,1,2,0.0
champlinramiro,champlinramiro,2,2,4,0.0
cryptoko5,cryptoko5,1,1,2,0.0
diansya27,diansya27,1,1,2,0.0
drifters_nft,parsa1377,0,1,1,-1.0
durriyeii,durriyeii,1,1,2,0.0
elvis1_allea,cnbcfastmoney,1,0,1,1.0
eulerizzet,eulerizzet,3,3,6,0.0
f4z4k,f4z4k,2,2,4,0.0
freebitco,farshadtaji1,0,1,1,-1.0
fxexness2000,fxexness2000,1,1,2,0.0
gra_green_1956,gra_green_1956,1,1,2,0.0
hernost,timefreedomrob,1,0,1,1.0
kirby117,kirby117,1,1,2,0.0
koowong14,koowong14,1,1,2,0.0
letsgo_winctyx,letsgo_winctyx,1,1,2,0.0
lt_6789,lt_6789,1,1,2,0.0
mcshandyct,mcshandyct,1,1,2,0.0
mdhusen07511779,mdhusen07511779,1,1,2,0.0
miyablog_com,miyablog_com,1,1,2,0.0
momosuke01224,momosuke01224,1,1,2,0.0
paulteo9,paulteo9,1,1,2,0.0
pickmewinn,pickmewinn,1,1,2,0.0
pretty_boy13,pretty_boy13,1,1,2,0.0
putra_shot,putra_shot,1,1,2,0.0
radolph16,radolph16,1,1,2,0.0
ramychebil94,ramychebil94,1,1,2,0.0
rodzynkowycoin,rodzynkowycoin,1,1,2,0.0
rvnmktman1,degensmokers,1,0,1,1.0
sebongiehaeee,sebongiehaeee,1,1,2,0.0
sevgisozler1,yildiz_kenan123,0,1,1,-1.0
shuro_bvo,shuro_bvo,1,1,2,0.0
spacexsaudi,spacexsaudi,1,1,2,0.0
xrpvegas,xrpvegas,1,1,2,0.0
ziqkenobi,ziqkenobi,1,1,2,0.0
03ozmen2003,03ozmen2003,1,1,2,0.0
abdrahim2r,abdrahim2r,1,1,2,0.0
alexfaithdarby,alexfaithdarby,1,1,2,0.0
b_block_oficial,b_block_oficial,3,3,6,0.0
bakcogoyeng,bakcogoyeng,1,1,2,0.0
bomburzade,bomburzade,1,1,2,0.0
boss63273940,boss63273940,2,2,4,0.0
brianj_csgo,brianj_csgo,1,1,2,0.0
c00kiecrypto,c00kiecrypto,1,1,2,0.0
canel_dagdas,canel_dagdas,1,1,2,0.0
charles_hustler,charles_hustler,2,2,4,0.0
crypton98,miraclucky7777,1,0,1,1.0
cyrptokhaleesi,denizrmak,1,0,1,1.0
daniibandz,daniibandz,1,1,2,0.0
dngkimthnh5,dngkimthnh5,1,1,2,0.0
eagletaka15,eagletaka15,1,1,2,0.0
elaine_bering,elaine_bering,1,1,2,0.0
eleelektra,15socl,1,0,1,1.0
ensakyel,ensakyel,1,1,2,0.0
ethereumcokucuz,btc_altcoin34,0,1,1,-1.0
fajrie_ch,fajrie_ch,1,1,2,0.0
fat32_eth,fat32_eth,1,1,2,0.0
galaxcityx,galaxcityx,1,1,2,0.0
halittu92870553,halittu92870553,1,1,2,0.0
hanahan13937944,hanahan13937944,1,1,2,0.0
holdallthekey,holdallthekey,3,3,6,0.0
holoptik,holoptik,1,1,2,0.0
hoseinnzri_1997,mas_karimkhanii,1,0,1,1.0
jack_glowacki,jack_glowacki,1,1,2,0.0
kinbo326,kinbo326,1,1,2,0.0
luckyell1,luckyell1,1,1,2,0.0
mav_time,mav_time,1,1,2,0.0
mietajos,mietajos,1,1,2,0.0
miharby_,miharby_,1,1,2,0.0
mymadee,mymadee,1,1,2,0.0
poesone3,poesone3,1,1,2,0.0
qqq34oo,qqq34oo,1,1,2,0.0
rizzlingnft,rizzlingnft,3,3,6,0.0
smldmn3,brakst010,0,1,1,-1.0
soaog,soaog,1,1,2,0.0
tothelifeboats,jasonc5783,0,1,1,-1.0
trungthngnguyn4,trungthngnguyn4,1,1,2,0.0
v_arik01,v_arik01,3,3,6,0.0
whynot_btc,whynot_btc,1,1,2,0.0
yuriyrs,yuriyrs,1,1,2,0.0
zafarali45,zafarali45,1,1,2,0.0
1cowboyy,1cowboyy,1,1,2,0.0
abasiiayob,abasiiayob,5,5,10,0.0
anastas58030870,anastas58030870,1,1,2,0.0
asifbashir247,asifbashir247,1,1,2,0.0
bacardi1942,bacardi1942,1,1,2,0.0
basement_trader,basement_trader,1,1,2,0.0
batninjutsu,batninjutsu,1,1,2,0.0
bigwinslayer,bigwinslayer,1,1,2,0.0
bisonsautoshop,theeurosniper,1,0,1,1.0
bkts0212,bkts0212,1,1,2,0.0
chittykwesy5,chittykwesy5,2,2,4,0.0
duongqu36599032,duongqu36599032,1,1,2,0.0
faruk7104,faruk7104,1,1,2,0.0
gerardsporer,gerardsporer,1,1,2,0.0
guidekk,bomfha_nft,1,0,1,1.0
gxx123321,wynhy688,0,2,2,-1.0
hannssome10,hannssome10,1,1,2,0.0
hideshi_rcf,hideshi_rcf,1,1,2,0.0
highlow_first,highlow_first,1,1,2,0.0
himi126,himi126,1,1,2,0.0
imissufecityxja,imissufecityxja,1,1,2,0.0
joeybroadley,joeybroadley,1,1,2,0.0
kenjimonton,sasallhakk,0,2,2,-1.0
kerimak35538796,kerimak35538796,1,1,2,0.0
koreyptwit,koreyptwit,1,1,2,0.0
lhfolvfjk,lhfolvfjk,1,1,2,0.0
lvckybigwins,lvckybigwins,1,1,2,0.0
mazi_taroo,mazi_taroo,1,1,2,0.0
mitchelpezz,mitchelpezz,2,2,4,0.0
mrprouk,mrprouk,1,1,2,0.0
murat67sms,murat67sms,1,1,2,0.0
pnf_group,pnf_group,2,2,4,0.0
ricardo66844393,ricardo66844393,1,1,2,0.0
rubeen05,saser0101,1,0,1,1.0
s9un,s9un,1,1,2,0.0
sekerrgozdee,sekerrgozdee,1,1,2,0.0
serhat_kilic47,serhat_kilic47,1,1,2,0.0
sohomchatterje6,sohomchatterje6,1,1,2,0.0
ss34512,whuollyhx,1,0,1,1.0
stoodder,stoodder,1,1,2,0.0
taanaa0302,taanaa0302,1,1,2,0.0
tacozoo303,tacozoo303,1,1,2,0.0
tanuki171,tanuki171,1,1,2,0.0
tonypraise18,tonypraise18,1,1,2,0.0
tugraklc27,tugraklc27,1,1,2,0.0
wanotsuchi,wanotsuchi,2,2,4,0.0
15socl,1kasssab,1,2,3,-0.33
_bitcoin_pirate,333tezclub,0,1,1,-1.0
alessiomorace,alessiomorace,1,1,2,0.0
andrej36113000,andrej36113000,2,2,4,0.0
arifmohammod8,arifmohammod8,1,1,2,0.0
arslanatilla73,arslanatilla73,2,2,4,0.0
aturan53,aturan53,3,3,6,0.0
ayuyun1106,ayuyun1106,1,1,2,0.0
bens066,bens066,2,2,4,0.0
btccagri,btccagri,2,2,4,0.0
cagatayermis,cagatayermis,1,1,2,0.0
cntlhalill,cntlhalill,1,1,2,0.0
contolodon21,contolodon21,1,1,2,0.0
cukaapelll_,cukaapelll_,3,3,6,0.0
elrevivi_,elrevivi_,1,1,2,0.0
filmbrief,artnome,1,0,1,1.0
hadifaraji1366,hadifaraji1366,2,2,4,0.0
jdfollowing,jdfollowing,1,1,2,0.0
jujovs,jujovs,1,1,2,0.0
just_h0dl,just_h0dl,1,1,2,0.0
kuecheese,kuecheese,1,1,2,0.0
lendexefinance,maximilien_iota,0,1,1,-1.0
liu_hong_hong,liu_hong_hong,1,1,2,0.0
lucclop,dreamverse_life,1,0,1,1.0
manny21btc,manny21btc,1,1,2,0.0
mariniko06,mariniko06,1,1,2,0.0
mjmehakjain,charlesgrantart,0,1,1,-1.0
murniwincityx21,jeroencrypto10,1,0,1,1.0
nidasultank,nidasultank,2,2,4,0.0
nishabdbatein02,nishabdbatein02,1,1,2,0.0
normopathenjgr,normopathenjgr,1,1,2,0.0
ramazantokat321,ramazantokat321,1,1,2,0.0
rosamondtablat,rosamondtablat,1,1,2,0.0
sercapekciog,sercapekciog,5,5,10,0.0
stgtvmllpyrsapt,stgtvmllpyrsapt,1,1,2,0.0
stizumbpg,mikeeey_21,0,1,1,-1.0
suiyu_sei,suiyu_sei,1,1,2,0.0
sunaygngr6,sunaygngr6,1,1,2,0.0
teabananahoney,teabananahoney,1,1,2,0.0
thanhnguynthan4,thanhnguynthan4,1,1,2,0.0
tumisangchosha1,tumisangchosha1,1,1,2,0.0
victorosimhen9,1011ap4,0,1,1,-1.0
zaid_a88,zaid_a88,1,1,2,0.0
_b_arts,_b_arts,1,1,2,0.0
_cryptovet,_cryptovet,1,1,2,0.0
arda9138x,arda9138x,1,1,2,0.0
aylinpertek,aylinpertek,1,1,2,0.0
bbaekxnjaem,bbaekxnjaem,1,1,2,0.0
bildirbir,bildirbir,1,1,2,0.0
billand42,billand42,1,1,2,0.0
bitlexsa,bitlexsa,1,1,2,0.0
blackp0702,blackp0702,1,1,2,0.0
dayicoki,dayicoki,1,1,2,0.0
deeee_kay,deeee_kay,1,1,2,0.0
ferbnotphineas,ferbnotphineas,1,1,2,0.0
freeburm,freeburm,1,1,2,0.0
ghppo0,ghppo0,1,1,2,0.0
gner17976715,gner17976715,1,1,2,0.0
haleozbir,haleozbir,1,1,2,0.0
hosamfono,hosamfono,1,1,2,0.0
iost_the_best,kkkk30873038,0,1,1,-1.0
jenasd4,jenasd4,1,1,2,0.0
kankichimiso,kankichimiso,1,1,2,0.0
kral16_35,kral16_35,1,1,2,0.0
lopubts,lopubts,1,1,2,0.0
lxxvisommelier,lxxvisommelier,1,1,2,0.0
mmmmqqqq16,mmmmqqqq16,1,1,2,0.0
momdylfinbigwin,momdylfinbigwin,1,1,2,0.0
mome70882301,mome70882301,1,1,2,0.0
murat3441449308,murat3441449308,1,1,2,0.0
mvozdemir,mvozdemir,1,1,2,0.0
myhorangie,myhorangie,1,1,2,0.0
paulooo45115561,paulooo45115561,1,1,2,0.0
pierrebht,pierrebht,1,1,2,0.0
playboi_marto_,playboi_marto_,1,1,2,0.0
ploylinnn,ploylinnn,1,1,2,0.0
pucknapa,pucknapa,1,1,2,0.0
ravireg03052845,ravireg03052845,1,1,2,0.0
raycryptoxrp,raycryptoxrp,1,1,2,0.0
rnawaliya,rnawaliya,1,1,2,0.0
seatleon16,seatleon16,4,4,8,0.0
sede_ludique,sede_ludique,1,1,2,0.0
shelleyk73,d_delphinidae,1,2,3,-0.33
sobersontino,sobersontino,1,1,2,0.0
thecjlion,thecjlion,1,1,2,0.0
thekingmyke,thekingmyke,1,1,2,0.0
tijihail,tijihail,2,2,4,0.0
twosw06,twosw06,1,1,2,0.0
wa_brengoz,wa_brengoz,1,1,2,0.0
yaniv_baruch,yaniv_baruch,1,1,2,0.0
yatirimdahisi,pomsociety,0,1,1,-1.0
aayush3027,aayush3027,3,3,6,0.0
albinus08,albinus08,1,1,2,0.0
anarchodler,anarchodler,1,1,2,0.0
arfbrkkrblt,arfbrkkrblt,1,1,2,0.0
badservice0,badservice0,1,1,2,0.0
baro_eth,baro_eth,12,12,24,0.0
bruhimajoke2,bruhimajoke2,2,2,4,0.0
btc_mind,btc_mind,1,1,2,0.0
ceylanakan11,ceylanakan11,1,1,2,0.0
chtyigit,chtyigit,1,1,2,0.0
cryptoekalavya,cryptoekalavya,1,1,2,0.0
david_diputo,david_diputo,1,1,2,0.0
dinah_oyogho,pythonwealth,2,0,2,1.0
drkmer,drkmer,1,1,2,0.0
fernandoulpoor,hericpinho,0,1,1,-1.0
flexxxgods,flexxxgods,1,1,2,0.0
galoymoney,stc_btc,0,1,1,-1.0
hamza_merkiche,hamza_merkiche,7,7,14,0.0
henrikker,henrikker,1,1,2,0.0
hjkfjkbk,hjkfjkbk,1,1,2,0.0
hodl_hodl_btc,hodl_hodl_btc,1,1,2,0.0
hope_less000,hope_less000,1,1,2,0.0
jaemixeaezoskar,jaemixeaezoskar,1,1,2,0.0
joshuadegreiff,joshuadegreiff,1,1,2,0.0
laelgr,laelgr,1,1,2,0.0
lylezemlak,lylezemlak,1,1,2,0.0
mordsithv,mordsithv,1,1,2,0.0
n2nmbolmpjvwczv,n2nmbolmpjvwczv,1,1,2,0.0
olichen_chio,olichen_chio,2,2,4,0.0
ostschlampe,ostschlampe,1,1,2,0.0
percylish,percylish,1,1,2,0.0
pythonwealth,dinah_oyogho,0,2,2,-1.0
realtortemi,realtortemi,2,2,4,0.0
resfe4,resfe4,1,1,2,0.0
ruyaankara0606,ankara063535,0,1,1,-1.0
saravan44195930,saravan44195930,1,1,2,0.0
sayid8964,reismasiah2501,1,0,1,1.0
snoopylovelove7,snoopylovelove7,1,1,2,0.0
solmazsmet,solmazsmet,1,1,2,0.0
talhakh17439568,talhakh17439568,1,1,2,0.0
traderhanachan,traderhanachan,1,1,2,0.0
ufeglorya_,ufeglorya_,1,1,2,0.0
yeitoi19930402,yeitoi19930402,1,1,2,0.0
1_3_0kn,1_3_0kn,1,1,2,0.0
_shill_scale_,_shill_scale_,1,1,2,0.0
aaimmyy_,aaimmyy_,1,1,2,0.0
akinolaayodej16,akinolaayodej16,1,1,2,0.0
archibaldarmst4,archibaldarmst4,1,1,2,0.0
ayush74781162,ayush74781162,1,1,2,0.0
boushabafati,boushabafati,1,1,2,0.0
burakssezenn,burakssezenn,1,1,2,0.0
chandesu888,satomi355,1,0,1,1.0
dar_ched,dar_ched,1,1,2,0.0
eduark_658,eduark_658,1,1,2,0.0
eminkocaaga0,eminkocaaga0,1,1,2,0.0
faisal15511,faisal15511,1,1,2,0.0
gweiwhale,gweiwhale,1,1,2,0.0
gx_mester,muhtdi__,0,1,1,-1.0
j0hnwang,rewkang,1,0,1,1.0
jaimes_crypto,jaimes_crypto,2,2,4,0.0
kryptoknox,kryptoknox,1,1,2,0.0
lieonarditienz,lieonarditienz,2,2,4,0.0
lordjbt,lordjbt,1,1,2,0.0
madao_2,madao_2,1,1,2,0.0
manobtc,manobtc,1,1,2,0.0
marasescuandre3,marasescuandre3,1,1,2,0.0
marxmanshipm,marxmanshipm,2,2,4,0.0
mehmetb73152456,mehmetb73152456,1,1,2,0.0
meyssopotamia,1011ap4,0,1,1,-1.0
mikefromaz2020,mikefromaz2020,1,1,2,0.0
mohamad_9678,mohamad_9678,1,1,2,0.0
moneymacc,realsharkcove,0,1,1,-1.0
morteza86637316,morteza86637316,1,1,2,0.0
musaukioko4,musaukioko4,1,1,2,0.0
mustafa47921879,mustafa47921879,2,2,4,0.0
pomelicon,maxakito_,0,2,2,-1.0
rookiexbet,saltydog_btc,1,0,1,1.0
rriesbry999,rriesbry999,1,1,2,0.0
rzxrpeeps,rzxrpeeps,1,1,2,0.0
salim2005843181,salim2005843181,1,1,2,0.0
sambit_beta,sambit_beta,1,1,2,0.0
sans_nacho,miamimayor,1,0,1,1.0
slyvirtherin,slyvirtherin,1,1,2,0.0
snctahir,snctahir,1,1,2,0.0
someone3688,someone3688,1,1,2,0.0
stqt4,stqt4,1,1,2,0.0
toribird_btc,toribird_btc,3,3,6,0.0
wd_salaryman,wd_salaryman,2,2,4,0.0
ahaha00543909,ahaha00543909,1,1,2,0.0
anomalycapital,anomalycapital,1,1,2,0.0
babylionsclub,babylionnft,1,0,1,1.0
baoan79409727,baoan79409727,1,1,2,0.0
benlott67682680,benlott67682680,1,1,2,0.0
bigbybiggums,bigbybiggums,1,1,2,0.0
bonedrycuffs,bonedrycuffs,1,1,2,0.0
bsubhashana,bsubhashana,2,2,4,0.0
dewhale08,dewhale08,1,1,2,0.0
digitalhaozi,daffn8000,1,0,1,1.0
doc_tickle,doc_tickle,1,1,2,0.0
emilienlellig,emilienlellig,1,1,2,0.0
eriz35,eriz35,1,1,2,0.0
excessflame,tanglebridge,1,0,1,1.0
fd6rztkmb1cflq7,fd6rztkmb1cflq7,1,1,2,0.0
fushy_,fushy_,1,1,2,0.0
hammes_judith,hammes_judith,1,1,2,0.0
harel_kamo,harel_kamo,1,1,2,0.0
hem7ter,hem7ter,1,1,2,0.0
jeroencrypto10,bizcryptbay,0,1,1,-1.0
ktsportsfan,ktsportsfan,1,1,2,0.0
leerwind,leerwind,1,1,2,0.0
lhb80,lhb80,1,1,2,0.0
mahmud3281,mahmud3281,2,2,4,0.0
marcin46413024,marcin46413024,1,1,2,0.0
maximilien_iota,maximilien_iota,1,1,2,0.0
nf_jun19,nf_jun19,1,1,2,0.0
passerby696,financegoriila,1,0,1,1.0
pedroneillnft,pedroneillnft,1,1,2,0.0
pp72486951,pp72486951,1,1,2,0.0
ravidu_malinda,ravidu_malinda,1,1,2,0.0
rougetgachihold,rougetgachihold,1,1,2,0.0
ryoshimoto_,ryoshimoto_,2,2,4,0.0
ryuji_hps,ryuji_hps,1,1,2,0.0
saidu_rogo,saidu_rogo,1,1,2,0.0
sayedmustafa_11,sayedmustafa_11,1,1,2,0.0
shanelee266,shanelee266,1,1,2,0.0
soojikahalva,attorneyseal1,1,0,1,1.0
tangguanfu1,tangguanfu1,1,1,2,0.0
uca_ilg,uca_ilg,1,1,2,0.0
usanhan,usanhan,1,1,2,0.0
x4_btc,x4_btc,1,1,2,0.0
xvxlj2xjvcpzuzy,xvxlj2xjvcpzuzy,1,1,2,0.0
zhangqu58231108,zhangqu58231108,1,1,2,0.0
_passch,_passch,1,1,2,0.0
alfobijoe,jocosekoko,1,1,2,0.0
bscryptoscan,bscryptoscan,1,1,2,0.0
casano60344914,casano60344914,1,1,2,0.0
chelsea0000020,chelsea0000020,1,1,2,0.0
com9817,com9817,1,1,2,0.0
combrice,combrice,1,1,2,0.0
cromeawcityx,cromeawcityx,1,1,2,0.0
cryptocano2,cryptocano2,1,1,2,0.0
deekapee1,deekapee1,1,1,2,0.0
defiantden,defiantden,3,3,6,0.0
draliko34,kriptoyildirim,1,0,1,1.0
ebrukl48531976,ebrukl48531976,1,1,2,0.0
fairiescrypto,fairiescrypto,1,1,2,0.0
flippedtable,flippedtable,1,1,2,0.0
frataxu,frataxu,1,1,2,0.0
fredric12festus,fredric12festus,1,1,2,0.0
gin_fn,gin_fn,1,1,2,0.0
haruyui4j,haruyui4j,1,1,2,0.0
ile7znskt0a2dgr,ile7znskt0a2dgr,2,2,4,0.0
im2d3mon,im2d3mon,1,1,2,0.0
mairicle1,mairicle1,1,1,2,0.0
mminekemerliol1,mminekemerliol1,1,1,2,0.0
mohsenmahdipour,mohsenmahdipour,2,2,4,0.0
mustafasezerta1,mustafasezerta1,1,1,2,0.0
neoyouaretheone,neoyouaretheone,2,2,4,0.0
nrhatg3154f,nrhatg3154f,1,1,2,0.0
onityan_,onityan_,8,8,16,0.0
panazz_z,panazz_z,2,2,4,0.0
pseudong,pseudong,1,1,2,0.0
rager,rager,2,2,4,0.0
shehaniperera98,shehaniperera98,1,1,2,0.0
shy5oo,3mro3ziz,1,0,1,1.0
sissypwitti,sissypwitti,2,2,4,0.0
stonklover69,speculatemoore,0,1,1,-1.0
suppersonic86,suppersonic86,1,1,2,0.0
syedwaji82,syedwaji82,1,1,2,0.0
th7vn676ff,th7vn676ff,1,1,2,0.0
thacashous1,thacashous1,1,1,2,0.0
thanhphonh989,thanhphonh989,1,1,2,0.0
thetilque,thetilque,1,1,2,0.0
tokoyam64410740,tokoyam64410740,3,3,6,0.0
truongvanse1,truongvanse1,1,1,2,0.0
younglilian17,younglilian17,1,1,2,0.0
06asilsenkimsin,06asilsenkimsin,1,1,2,0.0
7652280b,7652280b,1,1,2,0.0
abdullahayhan21,abdullahayhan21,1,1,2,0.0
adamarairaa3,adamarairaa3,1,1,2,0.0
aussies4t,aussies4t,2,2,4,0.0
bcse_private,0rstk,0,1,1,-1.0
bigwiniwant,bigwiniwant,1,1,2,0.0
brenodinizrn,brenodinizrn,1,1,2,0.0
cfc_ade,cfc_ade,1,1,2,0.0
diypc9900,diypc9900,1,1,2,0.0
episodeke,episodeke,1,1,2,0.0
ghostprecog,alfobijoe,1,0,1,1.0
guidekk,thealsos,1,0,1,1.0
hassancrypto69,hassancrypto69,2,2,4,0.0
itsudemo_kaeru,itsudemo_kaeru,1,1,2,0.0
jjjjcrypto,jjjjcrypto,1,1,2,0.0
kurara81310580,kurara81310580,1,1,2,0.0
lastjano,lastjano,1,1,2,0.0
laurentbarre17,laurentbarre17,1,1,2,0.0
lewified,lewified,1,1,2,0.0
libertarianblue,libertarianblue,1,1,2,0.0
littleblackevil,littleblackevil,1,1,2,0.0
lji55,lji55,2,2,4,0.0
lokmanidixit96,lokmanidixit96,1,1,2,0.0
lynmer28,lynmer28,1,1,2,0.0
montagematthew,montagematthew,1,1,2,0.0
mrblack9884,mrblack9884,1,1,2,0.0
nguyenv14447090,nguyenv14447090,1,1,2,0.0
pelto00,pelto00,2,2,4,0.0
perry_coins,b0bcrypto,1,0,1,1.0
rafaraferkie1,rafaraferkie1,1,1,2,0.0
raygunslee,raygunslee,2,2,4,0.0
sevalah37777061,sevalah37777061,1,1,2,0.0
shichifukujinnn,shichifukujinnn,1,1,2,0.0
sigekikkusudesu,sigekikkusudesu,1,1,2,0.0
tah_mina_dola,tah_mina_dola,1,1,2,0.0
thedocrocket,thedocrocket,1,1,2,0.0
themine1500,cryptobullsh1,0,1,1,-1.0
topkaiki,j1989w123,0,1,1,-1.0
uguisu7979,uguisu7979,1,1,2,0.0
viamaria5,viamaria5,1,1,2,0.0
wsmith01984,wsmith01984,1,1,2,0.0
yahia57408138,yahia57408138,1,1,2,0.0
zsslbeckre,zsslbeckre,1,1,2,0.0
0xframsynt,0xframsynt,1,1,2,0.0
ala3400,ala3400,1,1,2,0.0
alto_defi,princedjblack,0,7,7,-1.0
amirim006,amirim006,4,4,8,0.0
bluebirdgangst,bluebirdgangst,3,3,6,0.0
brahime34499668,brahime34499668,1,1,2,0.0
capthakanakar,capthakanakar,2,2,4,0.0
charles43612736,charles43612736,2,2,4,0.0
christo59831385,christo59831385,1,1,2,0.0
cryptodragos,cryptodragos,1,1,2,0.0
cryptoen00,cryptoen00,1,1,2,0.0
cryptoginska,cryptoginska,1,1,2,0.0
elizabe58698202,elizabe58698202,1,1,2,0.0
entertaenal,entertaenal,1,1,2,0.0
funontheride,jonathanuosman,0,1,1,-1.0
garipseyyah42,garipseyyah42,1,1,2,0.0
jaemcutycx,jaemcutycx,1,1,2,0.0
kimmudahoon,kimmudahoon,1,1,2,0.0
kindy711,kindy711,1,1,2,0.0
kumo_hira,kumo_hira,1,1,2,0.0
lhiii_cardano,lhiii_cardano,1,1,2,0.0
mcyoondeluxe,mcyoondeluxe,1,1,2,0.0
miemie2022,miemie2022,1,1,2,0.0
mr_xxxa7,freebitco,1,0,1,1.0
mtille,mtille,1,1,2,0.0
outofpocket_oop,fleeboyjetson1,0,1,1,-1.0
overthinqueenz,overthinqueenz,4,4,8,0.0
rameshmsy,rameshmsy,2,2,4,0.0
ramzan1221,ramzan1221,1,1,2,0.0
rantisulasmy,rantisulasmy,1,1,2,0.0
romuelamali,romuelamali,1,1,2,0.0
rubylvctywin,rubylvctywin,1,1,2,0.0
sercanz93588387,sercanz93588387,1,1,2,0.0
serhat_1910,serhat_1910,1,1,2,0.0
sessiz_57,sessiz_57,1,1,2,0.0
shivaajii527,shivaajii527,1,1,2,0.0
slymoves_,slymoves_,1,1,2,0.0
susieincal,susieincal,1,1,2,0.0
tamahide29,tamahide29,2,2,4,0.0
walmirdeolive12,walmirdeolive12,1,1,2,0.0
wanbr2,wanbr2,1,1,2,0.0
worksyuta,worksyuta,1,1,2,0.0
zabaria88,zabaria88,1,1,2,0.0
1011ap4,giannis_an34,1,0,1,1.0
6otakuu9,6otakuu9,1,1,2,0.0
adnanvandal1,adnanvandal1,2,2,4,0.0
afkaltcoinfarm,afkaltcoinfarm,1,1,2,0.0
anvltzhkrxezcuj,anvltzhkrxezcuj,1,1,2,0.0
arsenchive,arsenchive,1,1,2,0.0
avocad0b,avocad0b,1,1,2,0.0
aycwincityx,aycwincityx,1,1,2,0.0
brew_kris,bitfarmsnetwork,1,0,1,1.0
c_otto83,c_otto83,1,1,2,0.0
ceren8290,ceren8290,1,1,2,0.0
cpirdal,cpirdal,1,1,2,0.0
crayzarmy6752,crayzarmy6752,1,1,2,0.0
duccashflow,duccashflow,1,1,2,0.0
everyieldml,everyieldml,1,1,2,0.0
ferhatakyrek06,ferhatakyrek06,1,1,2,0.0
fkingevilbanana,fkingevilbanana,1,1,2,0.0
ifot_ibibio,ifot_ibibio,4,4,8,0.0
inemuri_daisuk,inemuri_daisuk,1,1,2,0.0
jempoetrizqi,jempoetrizqi,1,1,2,0.0
jinjin_binyxx,jinjin_binyxx,1,1,2,0.0
juanyamcha,juanyamcha,1,1,2,0.0
junayed18496258,junayed18496258,2,2,4,0.0
malabarico,malabarico,1,1,2,0.0
newgesukimi,newgesukimi,1,1,2,0.0
noboru992,noboru992,1,1,2,0.0
nuutrade,nuutrade,5,5,10,0.0
patiyin,patiyin,1,1,2,0.0
philouloup,philouloup,1,1,2,0.0
rinducityx,rinducityx,1,1,2,0.0
roxyctx,roxyctx,1,1,2,0.0
salbir7,salbir7,1,1,2,0.0
sanni_lukmon,sanni_lukmon,1,1,2,0.0
sayan_dey,sayan_dey,1,1,2,0.0
schuylernina,schuylernina,1,1,2,0.0
simokawaapex,simokawaapex,2,2,4,0.0
sirsteves,sirsteves,1,1,2,0.0
t_ywte,t_ywte,1,1,2,0.0
taka87484,taka87484,2,2,4,0.0
trungan43300029,trungan43300029,1,1,2,0.0
valor_world,luvtoken2,0,1,1,-1.0
web30yatirimm,web30yatirimm,1,1,2,0.0
wolodia67,wolodia67,1,1,2,0.0
xuanthutivi,xuanthutivi,2,2,4,0.0
1bzoro,1bzoro,1,1,2,0.0
1hasanonline,1hasanonline,1,1,2,0.0
6ix9inecityx,6ix9inecityx,1,1,2,0.0
andtxu,andtxu,1,1,2,0.0
aydn45442677,aydn45442677,1,1,2,0.0
bigstreetcrypto,bigstreetcrypto,1,1,2,0.0
butuh_bigwin,butuh_bigwin,1,1,2,0.0
cantering_clerk,cantering_clerk,1,1,2,0.0
casperian7,davidwi39760094,0,1,1,-1.0
charlne_btc,charlne_btc,5,5,10,0.0
dejiemctyex27,dejiemctyex27,1,1,2,0.0
eke_ng,eke_ng,1,1,2,0.0
forg_only,forg_only,1,1,2,0.0
