src,dst,messages_sent,messages_received,messages_total,contribution_index
unfamouso_o,unfamouso_o,1,1,2,0.0
vivianj02011985,vivianj02011985,6,6,12,0.0
xzj14ismifvyx8i,xzj14ismifvyx8i,1,1,2,0.0
yeipi_22,axelkuschevatzk,1,0,1,1.0
yoyo70633800,yoyo70633800,1,1,2,0.0
ysaskan,ysaskan,1,1,2,0.0
08111121180,08111121180,1,1,2,0.0
0xsmith,0xframsynt,0,1,1,-1.0
1030mintblue,1030mintblue,1,1,2,0.0
1cryptofm,1cryptofm,10,10,20,0.0
6mmmad,6mmmad,2,2,4,0.0
aleesher12,aleesher12,1,1,2,0.0
balamir8989,balamir8989,1,1,2,0.0
baz_star,baz_star,5,5,10,0.0
bencevigh1,bencevigh1,1,1,2,0.0
bewareofksgian,bewareofksgian,3,3,6,0.0
cansasfrank80,cansasfrank80,1,1,2,0.0
chloeanne85,cryptoinmaking,1,0,1,1.0
cryptotfb,cryptotfb,2,2,4,0.0
defyswap,dofysdof,0,1,1,-1.0
emreseyis2,emreseyis2,5,5,10,0.0
evrnglay44,evrnglay44,1,1,2,0.0
hknsglm06,hknsglm06,3,3,6,0.0
horak18,horak18,2,2,4,0.0
iam_enaj1,iam_enaj1,1,1,2,0.0
ibrahimmsincar,ibrahimmsincar,2,2,4,0.0
ist_eco,ist_eco,1,1,2,0.0
jcxxwoo,jcxxwoo,1,1,2,0.0
k00lt1nt,attorneyseal1,1,0,1,1.0
luvtoken2,luvtoken2,2,2,4,0.0
martinmachua,martinmachua,1,1,2,0.0
mesutuysall,mesutuysall,1,1,2,0.0
morad73621236,morad73621236,1,1,2,0.0
mstaylorkohler1,mstaylorkohler1,1,1,2,0.0
nagornyh,nagornyh,1,1,2,0.0
ogaj0,ogaj0,1,1,2,0.0
opeyemee001,opeyemee001,1,1,2,0.0
orhan78909980,sek8z1,1,0,1,1.0
oyakecchi1,oyakecchi1,1,1,2,0.0
paulkellerman32,paulkellerman32,1,1,2,0.0
sangeethcrypto,sangeethcrypto,1,1,2,0.0
sans_yok_kripto,sans_yok_kripto,1,1,2,0.0
saudan_yadav,saudan_yadav,1,1,2,0.0
sensuellep,sensuellep,1,1,2,0.0
shenkwen,shenkwen,3,3,6,0.0
sld411_l,sld411_l,2,2,4,0.0
smakegreen,smakegreen,1,1,2,0.0
sublimeapes,sublimeapes,1,1,2,0.0
tamamakuf,tamamakuf,1,1,2,0.0
ufukakdag17,ufukakdag17,1,1,2,0.0
venkat74321146,venkat74321146,1,1,2,0.0
wesley56232530,wesley56232530,1,1,2,0.0
_srmb_,_srmb_,1,1,2,0.0
agunghasanu271,agunghasanu271,1,1,2,0.0
bekirkorkmaz07,bekirkorkmaz07,1,1,2,0.0
benkimtz,benkimtz,1,1,2,0.0
btc_punk,btc_punk,1,1,2,0.0
burak69605700,burak69605700,1,1,2,0.0
cekilishunter,cekilishunter,1,1,2,0.0
charlne_btc,konohimefr,1,0,1,1.0
cryptohalo1,cryptohalo1,1,1,2,0.0
cryptotubylec,cryptotubylec,1,1,2,0.0
daorangearmy,unique2609,1,2,3,-0.33
darwisycityx,darwisycityx,1,1,2,0.0
dcaner01,dcaner01,1,1,2,0.0
debbiesantillan,debbiesantillan,1,1,2,0.0
ejaz311269,ejaz311269,1,1,2,0.0
ejderkiss,ejderkiss,1,1,2,0.0
elgauchofausto,elgauchofausto,1,1,2,0.0
emineboz0311,emineboz0311,1,1,2,0.0
forrsquiggle,forrsquiggle,1,1,2,0.0
hima718_,hima718_,1,1,2,0.0
hubcityx9,hubcityx9,1,1,2,0.0
imran0327,imran0327,1,1,2,0.0
jaga66458818,jaga66458818,1,1,2,0.0
jobin70,jobin70,1,1,2,0.0
karandhungana,karandhungana,3,3,6,0.0
kebafb,kebafb,1,1,2,0.0
kucukleruygu,kucukleruygu,1,1,2,0.0
longkripto,longkripto,1,1,2,0.0
mirzayo72749827,sachimuslima,1,0,1,1.0
moodoka,moodoka,1,1,2,0.0
mrasit10330089,mrasit10330089,1,1,2,0.0
murcianicobolsa,murcianicobolsa,1,1,2,0.0
myxomusic,myxomusic,1,1,2,0.0
nayanb001,nayanb001,1,1,2,0.0
oryxxjvm0yqolao,oryxxjvm0yqolao,2,2,4,0.0
rodrigu1eth,rodrigu1eth,1,1,2,0.0
rottengonzo,rottengonzo,1,1,2,0.0
sanggondes,sanggondes,1,1,2,0.0
shelleyk73,shitamysays_,0,1,1,-1.0
slime10050,slime10050,3,3,6,0.0
terralunadaily,cryptostarter11,0,2,2,-1.0
thinkslikehuman,thinkslikehuman,1,1,2,0.0
trebortrb2,trebortrb2,1,1,2,0.0
umagon134679,umagon134679,1,1,2,0.0
vaceslav19,vaceslav19,1,1,2,0.0
whcspp,whcspp,1,1,2,0.0
yaraquadra,yaraquadra,1,1,2,0.0
4everhokicityx,4everhokicityx,1,1,2,0.0
_habidiz,_habidiz,1,1,2,0.0
almilayusra,almilayusra,2,2,4,0.0
alpatamansky,alpatamansky,1,1,2,0.0
asif_yrb,asif_yrb,1,1,2,0.0
benjaminsimon97,rewkang,1,0,1,1.0
carlathepoet,nftaficionado,1,0,1,1.0
crypto_tee_,dragimadi,0,1,1,-1.0
cryptodrugg,the_ritters,0,1,1,-1.0
doengmark,doengmark,1,1,2,0.0
ericpglover,ericpglover,1,1,2,0.0
fatosi85,fatosi85,1,1,2,0.0
financemyteam,financemyteam,1,1,2,0.0
gavposad,gavposad,1,1,2,0.0
gunerhan_byoglu,gunerhan_byoglu,1,1,2,0.0
jeezy_pe,jeezy_pe,1,1,2,0.0
johngregoryjr,johngregoryjr,1,1,2,0.0
krprince166,krprince166,1,1,2,0.0
kulicryptoid,kulicryptoid,3,3,6,0.0
macroumut34,macroumut34,1,1,2,0.0
memecointycoon,memecointycoon,1,1,2,0.0
michaelfcastle,trendcripto,2,0,2,1.0
mx12levins,crypsiart,1,0,1,1.0
nd_kalna,nd_kalna,1,1,2,0.0
ooophoenixooo13,ooophoenixooo13,1,1,2,0.0
ozan58998062,ozan58998062,1,1,2,0.0
paperworm_nic,paperworm_nic,1,1,2,0.0
pgaddict74,pgaddict74,1,1,2,0.0
pomerocket,mirko18036494,0,1,1,-1.0
qian_zz,qian_zz,1,1,2,0.0
ramboheroqiqi,ramboheroqiqi,1,1,2,0.0
raymond83227857,raymond83227857,1,1,2,0.0
rnjshaha,rnjshaha,1,1,2,0.0
sam_kb_,sam_kb_,1,1,2,0.0
selimcedim,selimcedim,1,1,2,0.0
ssaint_antoine,ssaint_antoine,1,1,2,0.0
suiken0331,suiken0331,1,1,2,0.0
ungambino,ungambino,1,1,2,0.0
usakichi0208,usakichi0208,1,1,2,0.0
vet_vtho,vet_vtho,1,1,2,0.0
waspsxp,waspsxp,1,1,2,0.0
xuxicityx,xuxicityx,1,1,2,0.0
yazarboran34,yazarboran34,1,1,2,0.0
zeynepmyenisey,zeynepmyenisey,1,1,2,0.0
zht8by4wbwjx4jv,zht8by4wbwjx4jv,1,1,2,0.0
ziladavet,ziladavet,1,1,2,0.0
akmaniii,akmaniii,1,1,2,0.0
aliygt99,aliygt99,1,1,2,0.0
altinbasssak,altinbasssak,1,1,2,0.0
annpendo7,annpendo7,1,1,2,0.0
ashukemmoses,ashukemmoses,2,2,4,0.0
bchthysi1,bchthysi1,1,1,2,0.0
catastrophe131,catastrophe131,1,1,2,0.0
chintupatel0011,chintupatel0011,1,1,2,0.0
chrisseesworld,chrisseesworld,1,1,2,0.0
cityizhanx,cityizhanx,1,1,2,0.0
coinyigit,coinyigit,1,1,2,0.0
counter_stock13,counter_stock13,1,1,2,0.0
cryptonette1,cryptonette1,1,1,2,0.0
eidelben,eidelben,1,1,2,0.0
fulgorsedano6,ugamkamat,1,0,1,1.0
gelicocharles18,gelicocharles18,1,1,2,0.0
h0neyjii_,h0neyjii_,1,1,2,0.0
hasan98384364,hasan98384364,1,1,2,0.0
hmking0,hmking0,1,1,2,0.0
hossana51763588,temnittewelde,0,1,1,-1.0
julidekaradas,julidekaradas,1,1,2,0.0
kriptocuburkii,kriptocuburkii,1,1,2,0.0
lalalalisanini,lalalalisanini,1,1,2,0.0
luvchhaa,luvchhaa,1,1,2,0.0
marktlacroix,marktlacroix,1,1,2,0.0
mehmetz73805341,mehmetz73805341,1,1,2,0.0
memesporn1,memesporn1,1,1,2,0.0
nagimamafuku,nagimamafuku,1,1,2,0.0
nilfer67891396,nilfer67891396,1,1,2,0.0
nwd_med,nwd_med,2,2,4,0.0
ogfantomboy,ogfantomboy,1,1,2,0.0
preeth85453457,preeth85453457,1,1,2,0.0
prettykeli,outofpocket_oop,0,1,1,-1.0
sebanin_izindee,sebanin_izindee,1,1,2,0.0
sehmuz1881,sehmuz1881,2,2,4,0.0
shitamysays_,shitamysays_,1,1,2,0.0
sholdcu,sholdcu,2,2,4,0.0
sk_51five,sk_51five,1,1,2,0.0
teryx02,teryx02,3,3,6,0.0
tuhtuh22,tuhtuh22,1,1,2,0.0
tyspectives,tyspectives,2,2,4,0.0
umutvar9206,umutvar9206,1,1,2,0.0
uncukskies7,uncukskies7,1,1,2,0.0
whitebearnft,whitebearnft,1,1,2,0.0
xarrowup05,xarrowup05,1,1,2,0.0
zeddcrypto,dafi_community,1,0,1,1.0
1011ap4,1011ap4,2,2,4,0.0
1987_naoki,1987_naoki,1,1,2,0.0
_gggeno,borjaposorja,0,1,1,-1.0
ab05325556,ab05325556,1,1,2,0.0
alytha14,alytha14,1,1,2,0.0
ana123568087,ana123568087,1,1,2,0.0
ansar_shahmir,ansar_shahmir,1,1,2,0.0
antcr3,shimmernet,1,0,1,1.0
awkspinguim,awkspinguim,1,1,2,0.0
babybitcoinbsc,irinasm89,0,1,1,-1.0
briantr64833945,briantr64833945,1,1,2,0.0
calcetjules,calcetjules,1,1,2,0.0
chaengielaurent,chaengielaurent,1,1,2,0.0
chemist_mazz,chemist_mazz,1,1,2,0.0
chenlesmoll,chenlesmoll,1,1,2,0.0
chiehoshi1,chiehoshi1,3,3,6,0.0
cryptocuck12,cryptocuck12,1,1,2,0.0
cryptonetwork1,cryptonetwork1,2,2,4,0.0
decemberwinxxs,decemberwinxxs,1,1,2,0.0
demirciefe59,demirciefe59,1,1,2,0.0
dineshk15272473,dineshk15272473,1,1,2,0.0
icollectnft,icollectnft,1,1,2,0.0
janielmagat,janielmagat,1,1,2,0.0
juhaitkonen,xylospongiumi,0,2,2,-1.0
kaho_btc,kaho_btc,1,1,2,0.0
karamustafasig1,karamustafasig1,1,1,2,0.0
leejeyya,leejeyya,1,1,2,0.0
meralkl30110354,meralkl30110354,1,1,2,0.0
mrstego1,nyc_cary,0,1,1,-1.0
mueller_marc,mueller_marc,1,1,2,0.0
olcaytoprak17,olcaytoprak17,1,1,2,0.0
pelontudo,pelontudo,1,1,2,0.0
pepe_btc,randomhouse,1,0,1,1.0
pochi1111p,pochi1111p,1,1,2,0.0
pyxa777,pyxa777,1,1,2,0.0
ramu78353611,ramu78353611,1,1,2,0.0
sayokofujiwara,sayokofujiwara,1,1,2,0.0
sergio_djo,sergio_djo,1,1,2,0.0
shahidbalochh,shahidbalochh,1,1,2,0.0
sonusha34067448,sonusha34067448,1,1,2,0.0
swizzn9_xrp,swizzn9_xrp,1,1,2,0.0
teppeiyoshizumi,teppeiyoshizumi,1,1,2,0.0
thecryptobloke,gowthamraj2k17,0,1,1,-1.0
vvintercityx,vvintercityx,1,1,2,0.0
x0plhqtz8usbqme,x0plhqtz8usbqme,1,1,2,0.0
yuun_810,yuun_810,1,1,2,0.0
11shtr,11shtr,1,1,2,0.0
156_angie,156_angie,1,1,2,0.0
beach_traveler,beach_traveler,1,1,2,0.0
beahanalice,beahanalice,1,1,2,0.0
bedfordrichard3,bedfordrichard3,1,1,2,0.0
benxo21,benxo21,1,1,2,0.0
cryptodiggee,cryptodiggee,1,1,2,0.0
cryptopresis,cryptopresis,2,2,4,0.0
dancollins2011,iandick13,0,1,1,-1.0
des_pivoines,des_pivoines,1,1,2,0.0
dobienid,dobienid,1,1,2,0.0
elvis1_allea,cryptoliberty3,1,0,1,1.0
gangul007,gangul007,1,1,2,0.0
hci_acid,hci_acid,1,1,2,0.0
hinaluna77,hinaluna77,1,1,2,0.0
hoscarusen,hoscarusen,1,1,2,0.0
jaybeetime,jaybeetime,1,1,2,0.0
jimmyso85,jimmyso85,1,1,2,0.0
kai_7850,kai_7850,1,1,2,0.0
kanuni55952540,kanuni55952540,1,1,2,0.0
kblu2122000,kblu2122000,1,1,2,0.0
kitarena2,kitarena2,1,1,2,0.0
lemassifcentra1,lemassifcentra1,1,1,2,0.0
moongotchi,datafl0ws,0,1,1,-1.0
moshooddd,moshooddd,1,1,2,0.0
mphagol,mphagol,1,1,2,0.0
newsaimarketing,torresxavier15,0,1,1,-1.0
nik_c137,nik_c137,1,1,2,0.0
nongsf,nongsf,1,1,2,0.0
nyc_cary,nyc_cary,1,1,2,0.0
pathrock2,pathrock2,1,1,2,0.0
rashidi_kian,rashidi_kian,1,1,2,0.0
regirun72,regirun72,1,1,2,0.0
renegaldame,renegaldame,1,1,2,0.0
sadopiz,sadopiz,1,1,2,0.0
satoshialtcoin,satoshialtcoin,1,1,2,0.0
seifalnaar,seifalnaar,1,1,2,0.0
spiroskrez,spiroskrez,1,1,2,0.0
stephenwow107,stephenwow107,1,1,2,0.0
sumansi12857760,sumansi12857760,1,1,2,0.0
therealasim1453,therealasim1453,1,1,2,0.0
trader_fs,trader_fs,1,1,2,0.0
turbotime5,turbotime5,1,1,2,0.0
twistedtechnfts,twistedtechnfts,1,1,2,0.0
vindikador,fnietom,1,0,1,1.0
watiso3,watiso3,1,1,2,0.0
wliving0000,wliving0000,1,1,2,0.0
xbsz91g5stzwjxm,xbsz91g5stzwjxm,1,1,2,0.0
yama_kota05,yama_kota05,1,1,2,0.0
007007sourav,007007sourav,1,1,2,0.0
abathaei1352,abathaei1352,1,1,2,0.0
ahuy2023,ahuy2023,1,1,2,0.0
alizare35902538,alizare35902538,1,1,2,0.0
altaroglutrkann,kriptocumm,1,0,1,1.0
arabada15evde45,arabada15evde45,1,1,2,0.0
azcantan8,azcantan8,2,2,4,0.0
blxxdey,blxxdey,1,1,2,0.0
bromanwilford,bromanwilford,1,1,2,0.0
cakir_ergun,cakir_ergun,1,1,2,0.0
camara04302477,camara04302477,1,1,2,0.0
chelsea0000020,tommaxofficial,0,2,2,-1.0
cryptotweetso,cryptotweetso,2,2,4,0.0
dar66281606,dar66281606,1,1,2,0.0
deniztemurbs,deniztemurbs,1,1,2,0.0
emreylgn3551,emreylgn3551,2,2,4,0.0
greataltsby,greataltsby,1,1,2,0.0
guidekk,boringland_nft,1,0,1,1.0
gulzara03534957,gulzara03534957,1,1,2,0.0
komekkorice,komekkorice,2,2,4,0.0
metobow0,metobow0,1,1,2,0.0
miguelpossada,miguelpossada,1,1,2,0.0
missufee_glorya,missufee_glorya,1,1,2,0.0
mumtaz5261,mumtaz5261,1,1,2,0.0
nakaang_z,nakaang_z,1,1,2,0.0
nezotravel,nezotravel,1,1,2,0.0
okuokushima,okuokushima,4,4,8,0.0
olr5ei7pomskjyb,olr5ei7pomskjyb,1,1,2,0.0
onurozsenoglu,onurozsenoglu,1,1,2,0.0
pomelicon,merymerysnow6,0,1,1,-1.0
qykwj4klip22q6c,qykwj4klip22q6c,1,1,2,0.0
rj_rymer,unbankedhq,1,0,1,1.0
sampson_btc,sampson_btc,1,1,2,0.0
season_alt,season_alt,3,3,6,0.0
srhtekms,srhtekms,1,1,2,0.0
tahir_tertemiz,tahir_tertemiz,1,1,2,0.0
thepinks4blink,thepinks4blink,1,1,2,0.0
tmars_moon,tmars_moon,1,1,2,0.0
toeikeng,toeikeng,1,1,2,0.0
tomaslimardo,tomaslimardo,1,1,2,0.0
tyagi0111,tyagi0111,1,1,2,0.0
vb3nkltcttxyw2s,vb3nkltcttxyw2s,2,2,4,0.0
_nessavannessa,abbybuzzying,0,2,2,-1.0
ahmad_mosa13,mrhamode2011,1,0,1,1.0
alayl16,alayl16,1,1,2,0.0
arifulshahida,arifulshahida,4,4,8,0.0
arob8789,arob8789,1,1,2,0.0
atiqu34,atiqu34,1,1,2,0.0
bocah_zabir,bocah_zabir,1,1,2,0.0
bschmitz_,bschmitz_,1,1,2,0.0
byulluyb,byulluyb,1,1,2,0.0
crypto_trap95,crypto_trap95,1,1,2,0.0
diy_nevergiveup,diy_nevergiveup,1,1,2,0.0
duy31882630,duy31882630,1,1,2,0.0
emeleti68444767,emeleti68444767,1,1,2,0.0
emre85232939,emre85232939,1,1,2,0.0
enjoy201990,enjoy201990,1,1,2,0.0
ergunertek2,ergunertek2,1,1,2,0.0
esmeraylmazer,esmeraylmazer,1,1,2,0.0
felcat1980,felcat1980,1,1,2,0.0
ffhmy2300120000,ffhmy2300120000,1,1,2,0.0
guidekk,guidekk,1,1,2,0.0
ideaconnect2,mx12levins,1,0,1,1.0
kabogohpicknava,kabogohpicknava,1,1,2,0.0
kamei900,kamei900,1,1,2,0.0
kryptonlu,kryptonlu,1,1,2,0.0
ktembrey,ktembrey,1,1,2,0.0
laiho_erik,laiho_erik,1,1,2,0.0
lefarfadet8,lefarfadet8,1,1,2,0.0
maanassp,maanassp,1,1,2,0.0
machixo,machixo,1,1,2,0.0
marasescuandre3,gabriel22ionut,1,0,1,1.0
miningmemo,vincentnls,0,1,1,-1.0
mrbobsugar,shekoohishooli,0,1,1,-1.0
newhoyyeah,newhoyyeah,1,1,2,0.0
osmannoo38,osmannoo38,1,1,2,0.0
ppphhan,ppphhan,1,1,2,0.0
sans_nacho,sans_nacho,1,1,2,0.0
skyveezz,skyveezz,1,1,2,0.0
stc_btc,stc_btc,2,2,4,0.0
teguhpramudani,teguhpramudani,1,1,2,0.0
tunefmofficial,tunefmofficial,4,4,8,0.0
turksever82,turksever82,1,1,2,0.0
u_uhm_,mattrowsboats,0,1,1,-1.0
uip72zobok4ymzv,uip72zobok4ymzv,1,1,2,0.0
vinodkoloth88,vinodkoloth88,1,1,2,0.0
zzsorrynotsorry,zzsorrynotsorry,1,1,2,0.0
1way_xrp,tothelifeboats,1,0,1,1.0
akami0467,akami0467,1,1,2,0.0
amirlo5,amirlo5,1,1,2,0.0
bhadjahardik1,bhadjahardik1,1,1,2,0.0
bighaverlo,bighaverlo,1,1,2,0.0
brslkn,brslkn,1,1,2,0.0
ccaminitti25,ccaminitti25,1,1,2,0.0
chitaglocity,chitaglocity,2,2,4,0.0
chittykwesy5,cakescelm,1,0,1,1.0
dane_wesolko,dane_wesolko,1,1,2,0.0
deathstroake,deathstroake,1,1,2,0.0
donjazzy_jr,donjazzy_jr,1,1,2,0.0
elham87137891,elham87137891,1,1,2,0.0
eng_abumishari,eng_abumishari,1,1,2,0.0
foodie_egg,foodie_egg,1,1,2,0.0
goker_goktug,goker_goktug,1,1,2,0.0
gs_c130,coindelisi,1,0,1,1.0
hafsth_,hafsth_,1,1,2,0.0
hridoyk35227134,hridoyk35227134,1,1,2,0.0
htxnaxmqhm8zsay,htxnaxmqhm8zsay,1,1,2,0.0
ibrahimsert41,ibrahimsert41,1,1,2,0.0
istanyisan,istanyisan,1,1,2,0.0
jaemcityx1105,jaemcityx1105,1,1,2,0.0
jatin29291233,jatin29291233,1,1,2,0.0
jhonnycoinz,jhonnycoinz,1,1,2,0.0
jose54158328,jose54158328,1,1,2,0.0
mesutturan26,mesutturan26,1,1,2,0.0
mianbilal_6699,freebitco,1,0,1,1.0
munthen93,munthen93,1,1,2,0.0
nftshaunda,nftshaunda,2,2,4,0.0
nohamjoker,nohamjoker,1,1,2,0.0
nonvitaltooth,nonvitaltooth,1,1,2,0.0
ogaj0,mission_shige,1,0,1,1.0
raziyetat,raziyetat,1,1,2,0.0
rig_dietblog,rig_dietblog,1,1,2,0.0
roguesamurai,roguesamurai,1,1,2,0.0
svgiynr,svgiynr,1,1,2,0.0
tangleseadefi,maximilien_iota,0,1,1,-1.0
thatonechampion,thatonechampion,2,2,4,0.0
tradingpadawan,tradingpadawan,2,2,4,0.0
tv68573451,tv68573451,1,1,2,0.0
unh_chiz,unh_chiz,1,1,2,0.0
xrxo8,xrxo8,1,1,2,0.0
yusufmirogluu,yusufmirogluu,1,1,2,0.0
zeyneptunaboyl1,zeyneptunaboyl1,1,1,2,0.0
8bfmeqz9fksbqal,8bfmeqz9fksbqal,1,1,2,0.0
abuzerkelleci,abuzerkelleci,1,1,2,0.0
ahbkyanaser,ahbkyanaser,1,1,2,0.0
akm87487986,akm87487986,1,1,2,0.0
algubit,algubit,1,1,2,0.0
beyaz265,beyaz265,1,1,2,0.0
binannce0,binannce0,1,1,2,0.0
bitmoonv,bitmoonv,1,1,2,0.0
blocky_blocks,blocky_blocks,2,2,4,0.0
bra49631156,bra49631156,1,1,2,0.0
btc_bucket,btc_bucket,2,2,4,0.0
cemalmermer58,cemalmermer58,1,1,2,0.0
deenanathchaur5,deenanathchaur5,1,1,2,0.0
dinamo9724,dinamo9724,1,1,2,0.0
dipakg76362511,dipakg76362511,2,2,4,0.0
doge_lewds,doge_lewds,3,3,6,0.0
fa11in,fa11in,1,1,2,0.0
fasial61069222,fasial61069222,1,1,2,0.0
fd3srsmano,fd3srsmano,1,1,2,0.0
fernandokahlo,fernandokahlo,1,1,2,0.0
haertel09,haertel09,1,1,2,0.0
hericpinho,hericpinho,1,1,2,0.0
iamphillymusic,iamphillymusic,1,1,2,0.0
ilpresidenthe,ilpresidenthe,1,1,2,0.0
irfanoglu_erol,irfanoglu_erol,1,1,2,0.0
izzetmlht,izzetmlht,1,1,2,0.0
justbp_only,justbp_only,1,1,2,0.0
kaptan_enver,kaptan_enver,1,1,2,0.0
kemal30216043,kemal30216043,1,1,2,0.0
lovyuworo,lovyuworo,1,1,2,0.0
mai77686114,mai77686114,1,1,2,0.0
mbmezike,mbmezike,2,2,4,0.0
milkpudding129,milkpudding129,1,1,2,0.0
mrsnowy10,bitcoinski,1,0,1,1.0
nicols99164125,nicols99164125,1,1,2,0.0
osunlekepet15,osunlekepet15,1,1,2,0.0
poap_nft_btc,poap_nft_btc,2,2,4,0.0
raracityx__,raracityx__,1,1,2,0.0
suyuo,suyuo,1,1,2,0.0
torresxavier15,torresxavier15,1,1,2,0.0
tradesunder,blockwareteam,1,0,1,1.0
westcoast_skins,rizzlingnft,1,0,1,1.0
xneskovic,xneskovic,1,1,2,0.0
yasem1991,yasem1991,1,1,2,0.0
yashpat18,yashpat18,1,1,2,0.0
_thisvid,_thisvid,48,48,96,0.0
adam702989,adam702989,2,2,4,0.0
akasatana415415,akasatana415415,1,1,2,0.0
almtfal347,almtfal347,1,1,2,0.0
amirmohamad1741,amirmohamad1741,1,1,2,0.0
asepkom50646687,asepkom50646687,1,1,2,0.0
atakan_topcu_,atakan_topcu_,1,1,2,0.0
aya291013,aya291013,1,1,2,0.0
boluogunsakin,boluogunsakin,2,2,4,0.0
carrihslaugh,carrihslaugh,1,1,2,0.0
criptoayuda1,criptoayuda1,1,1,2,0.0
cryptomagsv,cryptomagsv,1,1,2,0.0
cryptoprijzen,cryptoprijzen,1,1,2,0.0
cryptospace111,cryptospace111,1,1,2,0.0
donhoblueskydog,donhoblueskydog,1,1,2,0.0
eatingthedip,dasminto_eth,1,0,1,1.0
enderton_justin,enderton_justin,1,1,2,0.0
gogoteamilklove,gogoteamilklove,2,2,4,0.0
greenthefauto_,greenthefauto_,1,1,2,0.0
habercrypt,habercrypt,1,1,2,0.0
halil__gursoy,halil__gursoy,1,1,2,0.0
hassanmehboob20,hassanmehboob20,1,1,2,0.0
ht_beccc,ht_beccc,1,1,2,0.0
iotamark,iotamark,1,1,2,0.0
juanper52837447,juanper52837447,1,1,2,0.0
kemo_bala,kemo_bala,1,1,2,0.0
kmsum2,kmsum2,2,2,4,0.0
mehmetanaf,mehmetanaf,1,1,2,0.0
michaelfcastle,michaelfcastle,2,2,4,0.0
mohammadraze20,mohammadraze20,1,1,2,0.0
necatiberkx,necatiberkx,1,1,2,0.0
nicolas65164137,nicolas65164137,1,1,2,0.0
nueajan,nueajan,1,1,2,0.0
omerylmsz,omerylmsz,1,1,2,0.0
p210vipul,p210vipul,1,1,2,0.0
ririri_ririn,ririri_ririn,1,1,2,0.0
shahidbalochh,btc_altcoin34,1,1,2,0.0
taka63593024,taka63593024,1,1,2,0.0
theyrdgz,lucclop,0,1,1,-1.0
timperleysam,timperleysam,1,1,2,0.0
unisanpo,unisanpo,2,2,4,0.0
who_jaemcityx,who_jaemcityx,1,1,2,0.0
wsbconsensus,wsbconsensus,2,2,4,0.0
x_avenger13,x_avenger13,1,1,2,0.0
0xch3f,0xch3f,1,1,2,0.0
15socl,nifo400,0,1,1,-1.0
abhishe08883417,abhishe08883417,3,3,6,0.0
akarsh89972345,akarsh89972345,1,1,2,0.0
amitbosu15,amitbosu15,1,1,2,0.0
appsbono,appsbono,1,1,2,0.0
bormehmet,bormehmet,1,1,2,0.0
bycrosss_,bycrosss_,2,2,4,0.0
compleatchef,compleatchef,1,1,2,0.0
cryptochronic_,cryptochronic_,1,1,2,0.0
cyber_gorillas,cashless02,0,1,1,-1.0
danieldanai,danieldanai,1,1,2,0.0
drmonke03739412,tradeking86,0,1,1,-1.0
edoaniebiet,edoaniebiet,1,1,2,0.0
ehlhfnwhpppnzhx,ehlhfnwhpppnzhx,1,1,2,0.0
fbg5xdiqjezsycv,fbg5xdiqjezsycv,1,1,2,0.0
flkghiyqdrvr3gk,flkghiyqdrvr3gk,1,1,2,0.0
goktantaskin,goktantaskin,1,1,2,0.0
gstore1510,gstore1510,1,1,2,0.0
hamzaoajaj,hamzaoajaj,1,1,2,0.0
jfdbotha,jfdbotha,1,1,2,0.0
johndoexrphero,johndoexrphero,1,1,2,0.0
llanr0g,nigelwatts13,1,0,1,1.0
marianconroy2,marianconroy2,1,1,2,0.0
markfabrick,markfabrick,1,1,2,0.0
mehmetmuak1,mehmetmuak1,2,2,4,0.0
niginmohan,niginmohan,3,3,6,0.0
permabulltard,mattwil14809210,0,1,1,-1.0
plutus36900,plutus36900,1,1,2,0.0
raptic3,raptic3,2,2,4,0.0
real_justpeter,real_justpeter,1,1,2,0.0
rishabh86611700,rishabh86611700,1,1,2,0.0
ruzgar88888,ruzgar88888,1,1,2,0.0
shenjiajun6,shenjiajun6,1,1,2,0.0
siris1004,siris1004,1,1,2,0.0
smadefne,smadefne,1,1,2,0.0
sonyeo33,sonyeo33,1,1,2,0.0
szymonmachalic1,gregory_pym,0,1,1,-1.0
takuya16505472,takuya16505472,1,1,2,0.0
urryjule,urryjule,1,1,2,0.0
uskabusikakatan,uskabusikakatan,1,1,2,0.0
vsxolar71829788,vsxolar71829788,1,1,2,0.0
winnipegsauna,gryffindave,0,1,1,-1.0
yapio927,yapio927,3,3,6,0.0
younis_9630,younis_9630,1,1,2,0.0
000whitegray000,000whitegray000,1,1,2,0.0
acakiralar,blokbokolog,1,0,1,1.0
btcvires,btcvires,1,1,2,0.0
crashiusclay69,eatingthedip,0,1,1,-1.0
dallas19953721,dallas19953721,1,1,2,0.0
dandylau17,dandylau17,1,1,2,0.0
e99ma421,e99ma421,1,1,2,0.0
erberk_ii,erberk_ii,1,1,2,0.0
exocityxzwin,exocityxzwin,1,1,2,0.0
furiosoo46,furiosoo46,1,1,2,0.0
ikaariati05,ikaariati05,1,1,2,0.0
ivanovicagapov,ivanovicagapov,1,1,2,0.0
jaskaran4439,jaskaran4439,1,1,2,0.0
karim_136290,karim_136290,1,1,2,0.0
kis57688,kis57688,1,1,2,0.0
kozeyleland,kozeyleland,3,3,6,0.0
kschui,kschui,1,1,2,0.0
lhanik29746669,lhanik29746669,1,1,2,0.0
luisgon27991195,luisgon27991195,1,1,2,0.0
m96595344,m96595344,2,2,4,0.0
