dst,src,src_followers_count,src_friends_count,created_at,src_favourites_count,twitter_query,src_screen_name,dst_screen_name,hashtags,dst_name,time,src_id_str,text,src_listed_count,dst_id_str,src_name,src_statuses_count,time_
kimyali06,kimyali06,8,160,Sun Dec 12 07:11:27 +0000 2021,232,BTC,KimyAli06,KimyAli06,"CPSR, RACA, MİNA",Ali İSMAİL🇹🇷🇦🇿,1639293087,709333924133085184,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,Ali İSMAİL🇹🇷🇦🇿,212,['1639267200-1639353600']
kodakchain,kodakchain,13,95,Sun Dec 12 07:15:03 +0000 2021,17,BTC,KodakChain,KodakChain,"CPSR, RACA, MİNA",Kodak,1639293303,1229282102694359040,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,Kodak,30,['1639267200-1639353600']
korelisamuray,korelisamuray,22,47,Sun Dec 12 07:45:14 +0000 2021,274,BTC,KoreliSamuray,KoreliSamuray,"ateks, avod, bascm, bmsch, bntas, brksn, burva, cemas, cımsa, cment, dggyo, durdo",KORELİ SAMURAY,1639295114,1430987302302625792,Tarama Listesi./Süpertrend//#ateks #avod #bascm #bmsch #bntas #brksn #burva #cemas #cımsa #cment #dggyo #durdo… https://t.co/DJozpu9RCq,0,,KORELİ SAMURAY,182,['1639267200-1639353600']
krprince166,krprince166,85,771,Sun Oct 31 12:29:58 +0000 2021,6246,BTC,krprince166,krprince166,,PRINCE.bit🇮🇳,1635683398,833248683445608449,RT @ShibSol: For SSHIB Air drop make sure you Follow us ✅Like and retweet this post ✅tag 2 friends ✅Join discord for google form ✅#s…,0,,PRINCE.bit🇮🇳,2826,['1635638400-1635724800']
lfp_luca,lfp_luca,129,483,Mon Dec 20 08:25:12 +0000 2021,290,BTC,lfp_luca,lfp_luca,,luca_lfp,1639988712,459368194,@DaanCrypto Yes but BTC never makes it easy. I hope you r right too,0,,luca_lfp,315,['1639958400-1640044800']
m1__eth,m1__eth,431,4162,Sun Dec 05 14:28:26 +0000 2021,27139,ETH,m1__eth,m1__eth,,m1.js,1638714506,846947728575877120,@cryptovenizo @swapleonicorn https://t.co/1XPpVBJawJ,1,,m1.js,30341,['1638662400-1638748800']
mayorgift1,mayorgift1,25,233,Sun Dec 12 08:00:58 +0000 2021,20,BTC,MayorGift1,MayorGift1,,Mayor Gift,1639296058,1101004542848757760,RT @tykeinu: 28k tykers! We are just getting started. Soon Tyke will be on everyone's lips. We are building the biggest decentralized meme…,0,,Mayor Gift,58,['1639267200-1639353600']
mslm06372893,mslm06372893,2,52,Sun Oct 31 11:21:58 +0000 2021,58,BTC,Mslm06372893,Mslm06372893,Upbit,Müslüm,1635679318,1222048758436941824,RT @upbitglobal: We are very pleased to announce that #Upbit Thailand is officially live![Available On]PC Web (https://t.co/ZCMnc52bl0)…,0,,Müslüm,66,['1635638400-1635724800']
mstfmrtevlksz,mstfmrtevlksz,20,81,Sun Dec 12 07:59:18 +0000 2021,13,BTC,mstfmrtevlksz,mstfmrtevlksz,"CPSR, RACA, MİNA",Mert,1639295958,2959098153,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,Mert,2,['1639267200-1639353600']
nokkajip,nokkajip,42,109,Sun Dec 12 07:41:24 +0000 2021,2398,BTC,nokkajip,nokkajip,,NokkaNy,1639294884,127546608,RT @pwittaya: สำหรับคนที่ไม่เคยซื้อคริปโตเลย ถ้ามาเห็นราคาเหรียญ BTC (Bitcoin) เป็นล้านบาท จะซื้อยังไงมีเงินไม่ถึง-ถ้าเป็นหุ้นจะจำนวนเต็ม…,4,,NokkaNy,34300,['1639267200-1639353600']
nz6tvfdrm17zuhf,nz6tvfdrm17zuhf,51,284,Mon Dec 20 07:55:30 +0000 2021,497,BTC,NZ6tvFdRM17ZuHF,NZ6tvFdRM17ZuHF,,たつ,1639986930,848202451102482434,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,2,,たつ,688,['1639958400-1640044800']
pikarin60,pikarin60,11,73,Mon Dec 20 08:23:23 +0000 2021,85,BTC,pikarin60,pikarin60,,pikarin60,1639988603,2351435358,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,8,,pikarin60,207,['1639958400-1640044800']
poch3ng,poch3ng,3085,52,Sun Dec 05 13:09:39 +0000 2021,1997,BTC,poch3ng,poch3ng,,POCHΞNG,1638709779,1141494786106351617,RT @J0E007: Good news: BTC finding some bid support at current price level. Bad news: overvalued parasitic shitcoins jump for joy every t…,112,,POCHΞNG,270,['1638662400-1638748800']
prcekkaja,prcekkaja,333,210,Sun Oct 31 12:45:58 +0000 2021,11491,BTC,PrcekKaja,PrcekKaja,btc,kungpao,1635684358,920680277709656065,"RT @CenekStyblo: Dnes před 13 lety tenhle text změnil navždy svět a donutil stovky milionů lidí denně kontrolovat cenu #btc 😃 každopádně, k…",0,,kungpao,377,['1635638400-1635724800']
queen_allro7,queen_allro7,418,1005,Sun Dec 05 13:44:48 +0000 2021,979,BTC,Queen_allro7,Queen_allro7,,ابتسامتي« انوثتي™€♌,1638711888,1179397473825103875,RT @CryptoBlaKat: $BTCالحمد لله أن السيد إشيموكو كان صادقا كعادته وأخبرنا أن هذه البئر ماركت غير عميقة ولا ماء فيها.اذا كنت من الذين ينتظ…,0,,ابتسامتي« انوثتي™€♌,9466,['1638662400-1638748800']
redhoodcapital,redhoodcapital,299,3631,Sun Dec 05 13:54:00 +0000 2021,49824,BTC,redhoodcapital,redhoodcapital,,redhoodcapital ☤,1638712440,1250109897854914561,RT @DaanCrypto: $BTC The 4H RSI only went below 20 three times since the covid crash.Each of these ended up being capitulation bottoms fo…,10,,redhoodcapital ☤,9466,['1638662400-1638748800']
rominaandreabr1,rominaandreabr1,804,499,Sun Oct 31 12:20:36 +0000 2021,18066,BTC,RominaAndreaBr1,RominaAndreaBr1,,Romina,1635682836,2158917106,RT @healthy_pockets: Buenos días familia!!Empezamos el domingo de celebración 🥳Ya que hoy 31 de Octubre se cumplen 13 años desde que Sa…,0,,Romina,38238,['1635638400-1635724800']
rugbwy,rugbwy,596,5000,Sun Dec 26 10:03:31 +0000 2021,15268,BTC,rugbwy,rugbwy,"BSC, Binance",natt,1640513011,1426026908123160576,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,natt,54368,['1640476800-1640563200']
schuyleroyc3,schuyleroyc3,256,2236,Sun Dec 26 10:17:52 +0000 2021,16561,BTC,schuyleroyc3,schuyleroyc3,"BSC, Binance",🌟Jadie,1640513872,728440460251824128,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,🌟Jadie,21315,['1640476800-1640563200']
sdpipakistan,sdpipakistan,20989,211,Sun Dec 05 14:19:13 +0000 2021,3777,ETH,SDPIPakistan,SDPIPakistan,,SDPI,1638713953,288639982,RT @seher_huboor: Don't forget to join us on 8th December 2021 sharp at 3;00-5:00 Impact of COVID-19 on Progress towards  (SDGs) in SouthAs…,173,,SDPI,17360,['1638662400-1638748800']
sezekdds,sezekdds,0,0,Sun Dec 05 13:15:40 +0000 2021,0,BTC,SezekDds,SezekDds,"crypto, tothemoon, eventuscoin, eve, btc, moon, money, eth, cryptocurrency, blockchain, bitcoin",Berçin Sezek DDS,1638710140,1460324349555130371,RT @eventuscoin: Buy the dip guys. #crypto #tothemoon #eventuscoin #eve #btc #moon #money #eth #cryptocurrency #blockchain #bitcoin #tradin…,0,,Berçin Sezek DDS,295,['1638662400-1638748800']
shakilh52409197,shakilh52409197,12,308,Sun Oct 31 13:45:51 +0000 2021,424,ETH,shakilh52409197,shakilh52409197,,shakil hasan,1635687951,1412303560717443077,"RT @LunaPadOfficial: LUNA-PAD is accepting IDOs application NOW.1st IDO would be announced on November 7, 2021Looking for a platform fo…",2,,shakil hasan,756,['1635638400-1635724800']
sissypwitti,sissypwitti,136,326,Mon Dec 20 08:46:35 +0000 2021,1418,BTC,sissypwitti,sissypwitti,BNB,𝕬𝖑𝖆𝖓𝖆,1639989995,1250265126814363648,"RT @AndrewWorld20: 🚀WEEKEND-GIVEAWAY🚀$750 #BNB or iPHONE 12 Just:-RT + follow @AndrewWorld20Ends on Monday, Good luck GRANDCHILDREN🍀…",0,,𝕬𝖑𝖆𝖓𝖆,838,['1639958400-1640044800']
slwatch_net,slwatch_net,1682,1804,Sun Oct 31 12:43:51 +0000 2021,24655,BTC,slwatch_net,slwatch_net,,まさお,1635684231,3904114345,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,20,,まさお,18724,['1635638400-1635724800']
tellibalo1,tellibalo1,18,196,Sun Nov 07 18:51:09 +0000 2021,1128,BTC,TelliBalo1,TelliBalo1,,Mario Balotelli,1636311069,793706343479771136,@eness_turann Sanırım şu aşamada mega boğanın şiddetini btc nin dümeni ne kadar eline aldığını belirleyecek. Btc ön… https://t.co/srAs1rvC4U,2,,Mario Balotelli,1123,['1636243200-1636329600']
trahangun,trahangun,302,499,Sun Dec 05 13:31:27 +0000 2021,10505,BTC,TrahanGun,TrahanGun,,BG,1638711087,1355650705185501186,@BONTESA_ ETH recovered better over all better than BTC imo was a clear sign for ETH and alts I believe least i hope I’m right lol,3,,BG,7170,['1638662400-1638748800']
uygunsuzcocuk,uygunsuzcocuk,37,286,Sun Oct 31 11:41:27 +0000 2021,10823,BTC,uygunsuzcocuk,uygunsuzcocuk,Bitcoin,Dodo,1635680487,611143321,RT @CoinDelisi: #Bitcoin 'in whitepaper'ı tam 13 yıl önce bugün 31 Ekim 2008'de Satoshi Nakamoto tarafından yayınlandı.Bitcoin ağı ise 03…,0,,Dodo,1739,['1635638400-1635724800']
vaceslav19,vaceslav19,154,2665,Sun Dec 26 11:01:24 +0000 2021,1270,BTC,vaceslav19,vaceslav19,,vaceslav,1640516484,1247054975148195840,RT @DumitruMorari3: 🎁Giveaway 🎊🎊💸1000 Worth of Bitcoin Will Be Sent to a One Lucky Person.To Participate Follow These Profiles @H2oProtoc…,1,,vaceslav,2013,['1640476800-1640563200']
wbprofessionals,wbprofessionals,31,276,Sun Dec 05 13:21:17 +0000 2021,138,BTC,wbprofessionals,wbprofessionals,,K A M U G,1638710477,819285276,@earn @coins @crypto @cryptocurrency @btc @freeHey guys ... check this out right now to earn coinshttps://t.co/7KMaESDiNp,4,,K A M U G,537,['1638662400-1638748800']
wtpmjgda756,wtpmjgda756,126,605,Sun Dec 12 08:23:08 +0000 2021,2071,BTC,wtpmjgda756,wtpmjgda756,,瞑想中756,1639297388,944725497606369281,RT @BTC_RYOMA: 🎉クリスマスまで毎日プレゼント企画かけるさんとコラボ企画10万円分のBTCETHIOSTを3名様にプレゼント🎁受け取る際にどのコインか選んで👍参加方法👇いいねとRT@KakeruFxbtc と@BTC_RYOMA のフォロー…,12,,瞑想中756,1451,['1639267200-1639353600']
yamaino_tanda,yamaino_tanda,10,52,Mon Dec 20 08:05:28 +0000 2021,262,BTC,yamaino_tanda,yamaino_tanda,,たんちゃん,1639987528,1250031975722704897,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,3,,たんちゃん,237,['1639958400-1640044800']
yayson_d,yayson_d,24,324,Sun Nov 07 18:48:58 +0000 2021,150,BTC,yayson_d,yayson_d,"NFTGiveaway, NFT",NFTitties,1636310938,3009362233,RT @Mand01Off: 🪖🚨 Pre-Launch #NFTGiveaway ! 🚨 🪖We’re giving away 1 free MAND-0 ONE #NFTTo enter:✍️ Like &amp; RT✍️ Follow us .@Mand01Off…,0,,NFTitties,338,['1636243200-1636329600']
zenov_btc,zenov_btc,72,214,Sun Dec 26 10:59:03 +0000 2021,1048,BTC,zenov_btc,zenov_btc,,zenal r,1640516343,1430918766708203524,Nice bro@iqbal_pamungkas @Iqbalpa60869526 @RickyMaulana91 https://t.co/DDRd1r3fs8,0,,zenal r,1079,['1640476800-1640563200']
1millionprofit,1millionprofit,334,259,Mon Dec 20 08:53:29 +0000 2021,3102,BTC,1millionprofit,1millionprofit,"BSC, Binance, BinanceSmartChain, gems, cryptocurrencies",One Million Profit,1639990409,736102776346804224,RT @AceDCoin: https://t.co/e7LWyBMcd8Private Sale: https://t.co/V3sSxDKmrC #BSC #Binance #BinanceSmartChain #gems #cryptocurrencies $BNB…,10,,One Million Profit,9422,['1639958400-1640044800']
_thisvid,_thisvid,4041,1,Sun Nov 07 20:21:24 +0000 2021,16,LINK,_thisvid,_thisvid,,thisvid🤖,1636316484,1321087397090807808,"@HAMR_786 Ich antworte Ihnen möglicherweise nicht immer. Überprüfen Sie diesen Link, wenn Sie eine neue Download-An… https://t.co/4rDVe8T45e",10,,thisvid🤖,102800,['1636243200-1636329600']
agebio22,agebio22,11,20,Tue Dec 21 20:52:49 +0000 2021,535,ETH,Agebio22,Agebio22,,Agebio,1640119969,1462482591957884941,@hugo_eth 0x908a5937b181f838059F4157a071e26fb882A6a6,0,,Agebio,562,['1640044800-1640131200']
ak_khalil,ak_khalil,351,1276,Mon Dec 20 08:23:00 +0000 2021,19588,BTC,ak_khalil,ak_khalil,,Khalil,1639988580,254253084,RT @ante_hero: Happy Xmas from all at https://t.co/PV5VzIXZ1B 🎅Launching in New Year:✔ Gangster Swap✔ 1% Daily ROI dapp Armoury (heard…,20,,Khalil,22673,['1639958400-1640044800']
akunwangibunga,akunwangibunga,22,1139,Sun Dec 26 10:38:43 +0000 2021,504,BTC,akunwangibunga,akunwangibunga,"BSC, Binance",🍀,1640515123,1469793395845390341,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,🍀,3281,['1640476800-1640563200']
bitcoin_bot_,bitcoin_bot_,614,1847,Sun Nov 28 21:07:59 +0000 2021,25,BTC,Bitcoin_Bot_,Bitcoin_Bot_,BTC,Bitcoin 🤖⚡️,1638133679,1375010072942813184,RT @TradingLatino: El mercado está pronto a ponerse verde. Estas listos para la fiesta donde todos están ya liquidados? #BTC https://t.co/z…,8,,Bitcoin 🤖⚡️,19848,['1638057600-1638144000']
bitritetra,bitritetra,822,655,Sun Oct 31 12:15:35 +0000 2021,447,BTC,bitritetra,bitritetra,,pentahexahepta,1635682535,1369302274355380228,@btc_charlie $DAFI Protocol has a unique inflation model that rewards users trought protocol adoption. Superstaking… https://t.co/SMgdtzHHmH,0,,pentahexahepta,593,['1635638400-1635724800']
blacksw41974141,blacksw41974141,31,246,Mon Dec 20 07:45:37 +0000 2021,6323,BTC,Blacksw41974141,Blacksw41974141,BTC,Blacksword,1639986337,1404782073139892224,RT @CyrptoKhaleesi: Günaydın piyasa aktörleri. #BTC yukarıları hedeflemiyor. Yine bir sürü long açılmış. Bu iğne atılan yere yani 42k seviy…,0,,Blacksword,1338,['1639958400-1640044800']
btc_i_hodl,btc_i_hodl,1050,1023,Sun Nov 28 21:09:43 +0000 2021,36627,BTC,BTC_i_Hodl,BTC_i_Hodl,,iHodl 🥕₿⚡️⚡️,1638133783,1357567501828317184,"@akkaufman @ZeroFlash5 Ironically, I think that’s actually a misconception caused by goldbug coping and a few relat… https://t.co/rRxVA46paS",13,,iHodl 🥕₿⚡️⚡️,8400,['1638057600-1638144000']
thejohnkimshow,crypto_pr13st,306,1908,Sun Dec 12 07:47:10 +0000 2021,3976,BTC,Crypto_pr13st,TheJohnKimShow,,Chief BULLISH Officer $AMP $ŁTC,1639295230,937741892573331457,"@TheJohnKimShow Bought btc early, now can travel in some shitty nanoplane as a luggage?",3,1163135288253849600,DR CHAD MD,6664,['1639267200-1639353600']
decembermissuf3,decembermissuf3,98,2734,Sun Dec 26 11:09:19 +0000 2021,1599,BTC,decembermissuf3,decembermissuf3,"BSC, Binance",win terus 🍀,1640516959,1406216544942657536,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,1,,win terus 🍀,9342,['1640476800-1640563200']
denizcandogan3,denizcandogan3,2,119,Sun Nov 28 21:13:20 +0000 2021,155,BTC,DenizCanDogan3,DenizCanDogan3,USDT,Deniz Can Dogan,1638134000,1381870111158571008,RT @Kripto_Joker: Kripto Camiasının En Büyük Hediyesini Veriyoruz.                                        2000$💵(#USDT) Dağıtıyoruz.👇Ta…,1,,Deniz Can Dogan,53,['1638057600-1638144000']
donjazzy_jr,donjazzy_jr,1437,1497,Mon Dec 20 07:52:59 +0000 2021,25977,BTC,Donjazzy_Jr,Donjazzy_Jr,,Tha Carter,1639986779,1158707855660396544,"RT @zadde_yo: You go first kill me before I transfer 22M , worth of BTc to you Sha .",2,,Tha Carter,63590,['1639958400-1640044800']
euphoricdust_,euphoricdust_,12,45,Sun Dec 05 13:39:56 +0000 2021,411,BTC,euphoricdust_,euphoricdust_,,euphoricdust,1638711596,1450718007123013635,@Anton__BTC How worse the next dip could be?Below 40 - 3020 - 30OrLower than that? 😪,1,,euphoricdust,122,['1638662400-1638748800']
fardin_0123,fardin_0123,98,2171,Mon Dec 20 08:53:26 +0000 2021,2146,BTC,Fardin_0123,Fardin_0123,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",Fardin Ariyan,1639990406,1399331594104541195,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,0,,Fardin Ariyan,7547,['1639958400-1640044800']
machixo,felizbrokemas,366,248,Sun Nov 28 16:52:11 +0000 2021,35106,DOGE,Felizbrokemas,Machixo,,Мачико,1638118331,1139561744974696449,@doge_tony it me https://t.co/LjrJwCCpXS,6,453589186,broke and festive 🎄 🎅 🌲 🧑‍🎄 🎄,13898,['1638057600-1638144000']
goofyexxon,goofyexxon,49,281,Sun Dec 12 07:50:11 +0000 2021,710,BTC,GoofyExxon,GoofyExxon,NFTcollection,🤙🏼,1639295411,1455531942724702211,"RT @TyroneLayne: A power couple in the Human Database. Crypto balance stands at 50 BTC &amp; 1,040 ETH https://t.co/wzYi88q3ur#NFTcollection @…",0,,🤙🏼,1060,['1639267200-1639353600']
gorkemkripto,gorkemkripto,9,227,Mon Dec 20 08:07:30 +0000 2021,304,BTC,gorkemkripto,gorkemkripto,"Ape, NFT, NFTs, NFTgiveaway",görkem,1639987650,1444012633825366020,"RT @pixelpartynft: 🔥GIVEAWAY 1x NFT Mutant #Ape ($400)🔥1 Winner in 24hr, RT + Tag 3 + Follow $ETH $BTC #NFT #NFTs #NFTgiveaway NFTs #G…",0,,görkem,507,['1639958400-1640044800']
himi126,himi126,29,155,Sun Oct 31 11:39:38 +0000 2021,1718,BTC,himi126,himi126,BTC,AYA,1635680378,1108371357195067392,RT @btc_status: #BTC Derivs Sheet (Tweet every 15 min.)CME Delayed (10 min)GS Delayed (15 min) and OI = SHARES OUT https://t.co/aj2LNzwerN,0,,AYA,381,['1635638400-1635724800']
imransk02,imransk02,84,960,Sun Nov 07 19:47:15 +0000 2021,1788,ETH,Imransk02,Imransk02,"GIVEAWAY, TOKEN, PANCAKESWAP",Imran Molla,1636314435,1436705110713716738,"RT @PissingCatCom: 💎100,000,000,000 $PEECAT #GIVEAWAY https://t.co/PkLokTMYrYBUY #TOKEN AT #PANCAKESWAP: https://t.co/mbexXhMtVR💪#HODLE…",1,,Imran Molla,4406,['1636243200-1636329600']
invasionmsia,invasionmsia,3386,2642,Mon Dec 20 08:11:44 +0000 2021,757,BTC,InvasionMsia,InvasionMsia,BTC,اوتلر2020X,1639987904,1966214868,RT @vojtek_milan: 1) #BTC closed below the 20 &amp; 50 MA on the weekly which is bearish. Although this has already happened in November (2020)…,7,,اوتلر2020X,10921,['1639958400-1640044800']
jokerksa12,jokerksa12,485,1343,Sun Dec 12 07:53:30 +0000 2021,581,BTC,jokerksa12,jokerksa12,,MASKSACOIN,1639295610,1672929085,"RT @CryptoBlaKat: $BTCالمنزل ذو القبب والقمم الثلاث,Three peaks and domed houseأحد الأشكال التي يتخدها مسار السعر والذي من خلاله يمكننا ا…",0,,MASKSACOIN,3838,['1639267200-1639353600']
josephinjung,josephinjung,39,156,Sun Nov 28 20:54:18 +0000 2021,577,BTC,JosephinJung,JosephinJung,,jeanne d’Arc,1638132858,1080966212891201536,RT @SpicyNFTs: $RVN is $BTC 3.0If you know you know. https://t.co/6thEhBdYAc,1,,jeanne d’Arc,646,['1638057600-1638144000']
kt07150918,kt07150918,36,153,Sun Oct 31 12:39:52 +0000 2021,789,BTC,kt07150918,kt07150918,,@kt918,1635683992,1390973455227494401,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,2,,@kt918,508,['1635638400-1635724800']
l0g4n_e,l0g4n_e,21,251,Sun Nov 07 19:15:36 +0000 2021,3117,BTC,L0g4n_E,L0g4n_E,,Logan,1636312536,1365257132581548034,RT @eness_turann: Borsalardaki BTC sayısı gittikçe azalıyor. BTC’nin ön planda olacağı sert bir yükseliş süreci gelebilir.TP1 72.000$TP…,0,,Logan,1130,['1636243200-1636329600']
mdbturan,mdbturan,15,215,Sun Dec 26 10:12:18 +0000 2021,1359,BTC,mdbturan,mdbturan,,M01D,1640513538,1384581687519158272,"RT @Orhan_Yilmaz_: Selam Dostlar,Portfor dagılım % niz nasıl (btc/usdt/altcoin)Elinizde hangi altcoinler var?",0,,M01D,1750,['1640476800-1640563200']
meddosaiantisto,meddosaiantisto,47,201,Mon Dec 20 08:16:21 +0000 2021,9163,BTC,meddosaiantisto,meddosaiantisto,,Teuku Ryan Iskandar,1639988181,1214087567538151424,RT @XForceGlobal: $BTCToo many bears out there. The best thing you can do is believe what you believe - but you also shouldn't be bearish…,1,,Teuku Ryan Iskandar,2024,['1639958400-1640044800']
meghislam6,meghislam6,975,4971,Sun Dec 12 08:20:27 +0000 2021,7786,BTC,MeghIslam6,MeghIslam6,"BMCC, MCC, BNB, ELON, MESSI, MBAPPE, SALAH, CL, PSG, HAALAND, CRYPTO, CT, MGC, CCC, FAAS, BTC",Airdrop official cryptocurrency,1639297227,1356829224141606912,@Bmccshillarmy BMCC! #BMCC #MCC #BNB #ELON #MESSI #MBAPPE #SALAH #CL #PSG #HAALAND #CRYPTO #CT #MGC #CCC #FAAS #BTC… https://t.co/IWu6FaLoYO,1,,Airdrop official cryptocurrency,16779,['1639267200-1639353600']
metobow0,metobow0,8,51,Sun Dec 12 07:51:57 +0000 2021,180,BTC,metobow0,metobow0,"CPSR, RACA, MİNA",ktripometo,1639295517,1453659309607432196,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,ktripometo,48,['1639267200-1639353600']
miguelbitspain,miguelbitspain,250,1853,Sun Dec 26 10:30:47 +0000 2021,14,BTC,MiguelBitSpain,MiguelBitSpain,Bitcoin,Miguel Crypto Power,1640514647,1462094198719623168,"Día decisivo para #BitcoinCon las Medias Móviles de 50 y 100 períodos en la temporalidad diaria a punto de cruzar,… https://t.co/oiKvKMGdRi",0,,Miguel Crypto Power,85,['1640476800-1640563200']
osaka_bitkid,osaka_bitkid,8,14,Mon Dec 20 08:16:48 +0000 2021,912,BTC,osaka_bitkid,osaka_bitkid,"BTC, ETH, DOT, TROY, IOST, YGG, FlOKI, ビットマンTV",shinji kojima,1639988208,1424368093162139650,RT @bitmanTV: #BTC #ETH #DOT #TROY #IOST #YGG #FlOKI #ビットマンTV第1部の配信でございます😊月曜日の一発目✨是非とも🙇‍♂️🙇‍♂️💋今週はイベント週✨宝くじマンTV含めクリスマスも間近💋ビットコインは『サンタラリ…,0,,shinji kojima,249,['1639958400-1640044800']
pepe_btc,pepe_btc,2130,51,Mon Dec 20 08:07:45 +0000 2021,13713,BTC,Pepe_BTC,Pepe_BTC,,Pepe ⚡,1639987665,3036938020,@elonmusk https://t.co/uEByqQaEMh,925,,Pepe ⚡,18498,['1639958400-1640044800']
reinderss25,reinderss25,2,31,Sun Nov 07 19:55:02 +0000 2021,263,ETH,reinderss25,reinderss25,"btc, bnb, bsc, kucoin, eth, doge, altcoin",trias 💎🚀💎🚀💎,1636314902,1446040926552461312,RT @VisualGed: Here’s the next 10-100x project: $TRIAS #btc #bnb #bsc #kucoin #eth #doge #altcoin https://t.co/8hyz2smR1E,0,,trias 💎🚀💎🚀💎,147,['1636243200-1636329600']
replika_c,replika_c,171,55,Sun Nov 28 21:17:13 +0000 2021,507,BTC,Replika_c,Replika_c,,Mortyy,1638134233,1406585762980696066,@KriptoAddict @skymerchant Abi ya buldukları likidite sen olsaydın? Pozun bi üflemelik canı kalmış. Btc şurada 1k d… https://t.co/DkP7EOXv1Y,0,,Mortyy,639,['1638057600-1638144000']
unbankedhq,rj_rymer,600,827,Sun Nov 28 21:36:25 +0000 2021,282,BTC,rj_rymer,UnbankedHQ,"Bitcoin, PayPal, Mastercard",Unbanked,1638135385,1180264934338449413,RT @UnbankedHQ: A report from @blockdata_tech found #Bitcoin has overtaken #PayPal on value transferred and could match #Mastercard as earl…,11,945778840642527232,R.J. Rymer,154,['1638057600-1638144000']
ropii69,ropii69,0,8,Mon Dec 20 08:11:13 +0000 2021,88,BTC,ropii69,ropii69,,roi,1639987873,1417500346491064325,"RT @crypto_birb: It seems that once $BTC finally closes through the major resistance at 55.5k USD, the new highs would be back on the table…",0,,roi,3,['1639958400-1640044800']
chiragbarjatyaa,sabhya_purush,53,464,Sun Dec 12 07:51:50 +0000 2021,64462,BTC,sabhya_purush,chiragbarjatyaa,,Chirag Barjatya,1639295510,1040893492937945089,"RT @chiragbarjatyaa: Prime Minister ka account hack hona is not a small thing. Even if it just btc tweet, it is an act of terrorism (person…",0,136212094,Maahi,21259,['1639267200-1639353600']
sawrajeb,sawrajeb,1409,2914,Sun Dec 26 11:10:41 +0000 2021,2360,BTC,Sawrajeb,Sawrajeb,"crypto, bitcoin, cryptocurrency",Md Ibrahim,1640517041,1386609680701562885,@pay_rue I'm loving this project I've seen others do the same amazing project#crypto #bitcoin #cryptocurrency… https://t.co/Fgcx3Nwmd9,3,,Md Ibrahim,1832,['1640476800-1640563200']
