dst,src,src_followers_count,src_friends_count,created_at,src_favourites_count,twitter_query,src_screen_name,dst_screen_name,hashtags,dst_name,time,src_id_str,text,src_listed_count,dst_id_str,src_name,src_statuses_count,time_
serkanozbek34,serkanozbek34,11,377,Sun Nov 07 18:47:11 +0000 2021,2486,BTC,Serkanozbek34,Serkanozbek34,,Serkan,1636310831,937927641889411073,RT @eness_turann: Borsalardaki BTC sayısı gittikçe azalıyor. BTC’nin ön planda olacağı sert bir yükseliş süreci gelebilir.TP1 72.000$TP…,1,,Serkan,388,['1636243200-1636329600']
seuncoker_,seuncoker_,2396,997,Sun Dec 12 08:12:01 +0000 2021,5243,BTC,seuncoker_,seuncoker_,,🎾,1639296721,2236033061,"RT @krugermacro: Many traders are waiting for $BTC to flip 53K to turn bullish, should be easy to see why on the chart. https://t.co/VK0Kqv…",13,,🎾,97769,['1639267200-1639353600']
crypto_potato,solbrgaksl,745,472,Sun Dec 26 10:11:20 +0000 2021,3004,BTC,SolbrgAksl,Crypto_Potato,,CryptoPotato Official,1640513480,1301057396111020034,"RT @Crypto_Potato: Christmas came with untypically stable prices in the crypto market, with BTC standing at $50,000 and ETH close to $4,000…",0,2367079278,Aksel Solberg,2001,['1640476800-1640563200']
stakeallcrypto,stakeallcrypto,24,205,Sun Dec 26 11:19:47 +0000 2021,161,ETH,StakeAllCrypto,StakeAllCrypto,,"(💪,💪) (🎩,🎩) (3 , 3) (🍉,🍉)",1640517587,1030955224150601729,Look at this low ETH Gas GWEI for Christmas!!! loving it@txstreetCom https://t.co/d5jyZ2Vf2q,0,,"(💪,💪) (🎩,🎩) (3 , 3) (🍉,🍉)",140,['1640476800-1640563200']
syck28_60,syck28_60,28,174,Sun Dec 12 07:50:08 +0000 2021,190,BTC,syck28_60,syck28_60,"ชาวดอย, Cryptocurrency, BTC",God—ย้อย (IO),1639295408,963545095,RT @bossbabyluffy: ได้เงินสามแสนครั้งแรก ผมทำได้คุณก็ต้องทำได้ จากทุนสี่แสนห้า 🥲 #ชาวดอย #Cryptocurrency #BTC 🥺😅🥲 https://t.co/CHfTFMksjT,0,,God—ย้อย (IO),18836,['1639267200-1639353600']
tanerbayram25,tanerbayram25,23,45,Sun Nov 07 18:58:53 +0000 2021,430,BTC,tanerbayram25,tanerbayram25,,Taner,1636311533,1385304554686894085,RT @eness_turann: Borsalardaki BTC sayısı gittikçe azalıyor. BTC’nin ön planda olacağı sert bir yükseliş süreci gelebilir.TP1 72.000$TP…,0,,Taner,269,['1636243200-1636329600']
trades_true,trades_true,168,760,Sun Nov 07 20:21:23 +0000 2021,2330,ETH,trades_true,trades_true,,2024,1636316483,1274700057841995778,@InvestWithDiego @AlfredoNakamoto Yup. Both her and River are in the same paid signals group selling NFT's on ETH.,4,,2024,991,['1636243200-1636329600']
yoshikazutanak1,yoshikazutanak1,310,1191,Mon Dec 20 08:25:42 +0000 2021,17969,BTC,YoshikazuTanak1,YoshikazuTanak1,,Y .T,1639988742,1532553674,RT @Akito_BTC: 【✨ プレゼント企画 ✨】💸100万円を2人にプレゼント💸👉現金 100万円もしくは👉ビットコイン、リップル(Bitcoin、Ripple)▽参加条件✅このツイートをRT✅@Akito_BTC のフォローこの2点のみ…,32,,Y .T,21825,['1639958400-1640044800']
zavieramikhayla,zavieramikhayla,2,107,Mon Dec 20 08:17:26 +0000 2021,122,BTC,zavieramikhayla,zavieramikhayla,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",Princess Mikhayla,1639988246,1459695763160633345,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,0,,Princess Mikhayla,157,['1639958400-1640044800']
0rstk,0rstk,148,166,Tue Dec 21 20:48:37 +0000 2021,7003,ETH,0rstk,0rstk,,rstk - almond,1640119717,1283100874676543491,@jenniferpoop1 @bcse_d @myowndealer ratio + i lost my metamask eth with trust wallet browser seed phrase i need hel… https://t.co/OH8WTXjYg0,2,,rstk - almond,235,['1640044800-1640131200']
6hkmotvc0qktbkj,6hkmotvc0qktbkj,8,165,Mon Dec 20 07:46:10 +0000 2021,124,BTC,6hKmOTvC0QKtbkj,6hKmOTvC0QKtbkj,BTC,坂本祐一,1639986370,933874483030409216,RT @fxoldman0321: 私の利益を　　　　現金とビットコイン #BTCで還元します150万円分30人にどちらか好きな方送ります（5万/1人）条件・いいね・RT・フォロー @fxoldman0321期限水曜まで前澤さん が 宇宙 から…,0,,坂本祐一,131,['1639958400-1640044800']
biholder_,aaaaaaaaayang,1,8,Sun Dec 05 13:35:15 +0000 2021,518,BTC,aaaaaaaaayang,BiHolder_,,BIHODLER,1638711315,1425212905947951107,RT @BiHolder_: 💎!! GEM ALERT !!💎The best developers at Bifrost did it in a short time. And they are preparing for another great thing.@B…,0,1183922241702002691,AAAAAYANG,109,['1638662400-1638748800']
accountno00,accountno00,35,129,Sun Oct 31 11:53:36 +0000 2021,251,BTC,AccountNo00,AccountNo00,Giveaway2,Account No.1,1635681216,1447480572117356555,"RT @XShibanu: Halloween #Giveaway2 ! 100.000 Xshibanu for 2 person 🚀💎🙌.  End at 14 00 UTC, 01 NOV 2021.-💯Follow us!-🔃Retweet and Like.-…",0,,Account No.1,323,['1635638400-1635724800']
aficionadoooo,aficionadoooo,146,3253,Sun Oct 31 11:43:44 +0000 2021,21942,BTC,aficionadoooo,aficionadoooo,"BTC, BTC, ETH",Aficionado,1635680624,1391803375721672706,"RT @TraderWisdom: #BTC - long alert 💸💵Ticker     : $BTCMarket   : BTC-PERPVolume  : $1,327,696Price      : $60528$BTC #BTC $ETH #ETH",2,,Aficionado,12303,['1635638400-1635724800']
alana_fn2305,alana_fn2305,21,393,Sun Nov 07 19:00:44 +0000 2021,416,BTC,Alana_fn2305,Alana_fn2305,,Alana,1636311644,1422619811297697794,RT @BabyGhosts_NFT: One @BabyGhosts_NFT to one random person (in 72hrs)To enter:1️⃣ Follow @BabyGhosts_NFT 2️⃣ ❤️ &amp; RT3️⃣ Tag 2If yo…,0,,Alana,535,['1636243200-1636329600']
ankitdhanraj1,ankitdhanraj1,149,29,Sun Oct 31 12:15:42 +0000 2021,1201,BTC,ankitdhanraj1,ankitdhanraj1,,Anky,1635682542,583948420,RT @OneRrx: Biswap - the first DEX with a 3-type Referral Program.Enjoy profitable options on Biswap:✅The Lowest Exchange fee 0.1%✅Up t…,0,,Anky,1059,['1635638400-1635724800']
armata1110,armata1110,9,45,Mon Dec 20 08:40:40 +0000 2021,600,BTC,ARMATA1110,ARMATA1110,,ARMATA11,1639989640,1308767219128635392,RT @iwidepiwi1: It's never too late to make the right decision.Fill your bag with the best privacy coin.  With an auditable coin supply.…,1,,ARMATA11,518,['1639958400-1640044800']
b_b_bcg,b_b_bcg,19,145,Sun Dec 26 10:26:13 +0000 2021,147,BTC,B_B_bcg,B_B_bcg,BTC,B.B.@bcg,1640514373,1110468920899592192,RT @fxoldman0321: 【緊急クリスマスプレゼント】年末だから大盤振る舞い(笑)疲れた心と体を吹き飛ばそうそして悪魔くん本当フォローしてほしい現金とビットコイン #BTC100万円分20人にどちらか好きな方送ります（5万/1人）条件・いいね・…,0,,B.B.@bcg,353,['1640476800-1640563200']
bighun_crycityx,bighun_crycityx,51,1445,Sun Nov 07 18:59:07 +0000 2021,946,DOGE,bighun_crycityx,bighun_crycityx,,Big Hunter Crypto ⚡⚡,1636311547,1452934790932353032,"RT @crypto_pikachu1: 🔥A project that you didn't know you needed! La Casa de Papel with Doge characters? Yes sir! 30x on the launch day, now…",0,,Big Hunter Crypto ⚡⚡,4082,['1636243200-1636329600']
bigw1njuseyo,bigw1njuseyo,72,4930,Sun Dec 26 10:06:31 +0000 2021,28134,BTC,bigw1njuseyo,bigw1njuseyo,"BSC, Binance",Bigwin today!!!!!!!🍀🍀,1640513191,1373456075379240968,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,4,,Bigwin today!!!!!!!🍀🍀,45118,['1640476800-1640563200']
btc_punk,btc_punk,215,69,Sun Nov 07 19:24:43 +0000 2021,996,BTC,btc_punk,btc_punk,,MIKΞ,1636313083,3164330066,RT @NekoNFT: thinking about a partnershipKaiju x NEKO https://t.co/yzcIRiLmZq,0,,MIKΞ,222,['1636243200-1636329600']
bugrakoru11,bugrakoru11,188,246,Sun Dec 05 13:37:36 +0000 2021,11381,BTC,bugrakoru11,bugrakoru11,,Buğra Koru,1638711456,1193887076757987328,RT @kriptoefendisi_: 🔥ÇEKİLİŞ YAPIYORUM 🔥toplam 4500TL daha hediye edeceğim💵Yapmanız Gereken-Beni Takip Et✅-Tweeti RT Yap ve Beğen ✅…,0,,Buğra Koru,547,['1638662400-1638748800']
cryptogiova,cryptogiova,23,349,Sun Oct 31 12:17:11 +0000 2021,1787,BTC,CryptoGiova,CryptoGiova,,CryptoGiova,1635682631,1020035176930447361,RT @DaanCrypto: $BTC 🧲 time. https://t.co/fxg8miOz9j,0,,CryptoGiova,832,['1635638400-1635724800']
cryptoowlx,cryptoowlx,779,913,Sun Dec 12 07:13:28 +0000 2021,1202,BTC,CryptoowlX,CryptoowlX,"BTC, ETH",CryptoOwl_XRP,1639293208,1373823522003378176,"RT @BankXRP: The SEC is NOW arguing it has not officially declared #BTC  #ETH compliant cryptos, according to testimony in the SEC v @Rippl…",2,,CryptoOwl_XRP,1504,['1639267200-1639353600']
cukaapelll_,cukaapelll_,85,1056,Sun Nov 07 19:22:26 +0000 2021,490,ETH,cukaapelll_,cukaapelll_,,~win big win~,1636312946,1396810198199640066,RT @CiervoKing: $750 in 7 days 🔥• Retweet this and Follow @TheGuccinu • RT and Like their pinned tweet 📌-----🚨 NEW PROJECT ALERT 🚨…,0,,~win big win~,3295,['1636243200-1636329600']
dadvar1064,dadvar1064,3,160,Sun Dec 12 08:11:57 +0000 2021,255,BTC,dadvar1064,dadvar1064,"ITMYNFT, IMN, ITMYNFT, IMN, Crypto, cryptotrading, BSC",dadvar,1639296717,1461447856615796742,RT @IT_MYNFT: #ITMYNFT #IMN Pre Sale IS LIVE NOW! 🔥🔥👉Buy IMN Now https://t.co/YcHoOn1AeB#ITMYNFT #IMN #Crypto #cryptotrading #BSC #Ether…,0,,dadvar,336,['1639267200-1639353600']
discard35876491,discard35876491,0,27,Sun Dec 12 07:52:18 +0000 2021,229,BTC,DISCARD35876491,DISCARD35876491,"CPSR, RACA, MİNA",DISCARDED,1639295538,1455809534707044356,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,DISCARDED,26,['1639267200-1639353600']
donn_ender,donn_ender,81,476,Sun Nov 28 21:05:39 +0000 2021,1007,BTC,donn_ender,donn_ender,,donn_ender,1638133539,1325286811388633089,"""Queen Bee""This is how we produce queens.1 cell : 1 queen 16 days : egg to adultprotect them so we will flour… https://t.co/qIYuBQVplL",0,,donn_ender,1679,['1638057600-1638144000']
esecapitan,esecapitan,27,396,Sun Nov 28 21:14:34 +0000 2021,919,BTC,eseCapitan,eseCapitan,,EseCapitánNoSéQué,1638134074,3306092639,@adiospipino Paciencia que se va para arriba como el btc,0,,EseCapitánNoSéQué,310,['1638057600-1638144000']
esnwjwoadyxf0ug,esnwjwoadyxf0ug,311,1054,Sun Dec 05 13:15:24 +0000 2021,7834,BTC,eSnwjwoaDYxF0ug,eSnwjwoaDYxF0ug,,ターキー,1638710124,712289760757166080,RT @papayapaya_FX: プレゼント企画−ビットコインレンディング編−100000円分のビットコイン（ $BTC ）を1名にプレゼント！参加条件通知オンフォロー＆RTリプで『サンキューレンディング』レンディング教えてほしい人たくさんいるみたいなん…,4,,ターキー,3878,['1638662400-1638748800']
hamza_merkiche,hamza_merkiche,93,643,Sun Nov 07 18:37:43 +0000 2021,7859,BTC,hamza_merkiche,hamza_merkiche,"EnterArmy, ENTERART, NFTART, EnterShillGang, NFTS, EnterNFT, CRYPTO, nftcollector, NFTs, Binance, DeFi, ETH",Hamza merk,1636310263,919618681964986372,RT @Nftartfinance1: $NFTART #EnterArmy #ENTERART #NFTART #EnterShillGang #NFTS #EnterNFT #CRYPTO #nftcollector #NFTs  #Binance #DeFi #ETH #…,2,,Hamza merk,752,['1636243200-1636329600']
hayeknowledge,hayeknowledge,1054,895,Sun Oct 31 11:55:00 +0000 2021,64638,BTC,Hayeknowledge,Hayeknowledge,,Buffet's Rat Poison |=| SQUARED,1635681300,2990260763,@rocknconomics @denverbitcoin How's that full Nano node coming?Still require 135k Nano to run the full node?  ($8… https://t.co/Le0mNl5NWz,9,,Buffet's Rat Poison |=| SQUARED,20616,['1635638400-1635724800']
hen_town,hen_town,2351,1675,Sun Nov 28 21:30:49 +0000 2021,17120,BTC,HEN_TOWN,HEN_TOWN,BTC,BBHTOWN,1638135049,119466657,RT @devchart: Bulls are working overtime defending that support level#BTC https://t.co/UaEXGqBQ9k,24,,BBHTOWN,172517,['1638057600-1638144000']
hiariasp,hiariasp,38,442,Sun Dec 05 13:37:20 +0000 2021,1454,BTC,hiariasp,hiariasp,,Héctor,1638711440,1641020654,RT @Cypher2140: $BTC y $ETH no son criptomonedas para estar moviendo a cada rato. Esas se compran y se dejan guardadas.,2,,Héctor,611,['1638662400-1638748800']
hungpro1605,hungpro1605,5,236,Mon Dec 20 08:06:46 +0000 2021,272,BTC,hungpro1605,hungpro1605,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",hungpro1605,1639987606,1463006662713696257,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,0,,hungpro1605,444,['1639958400-1640044800']
idktoojk,idktoojk,2,196,Sun Nov 07 19:10:44 +0000 2021,66,BTC,IDKTOOJK,IDKTOOJK,,ARABELA,1636312244,1431674251459788805,RT @jaemcityx: GIVEAWAY $2000 | 28 JUTA RUPIAH | IMAC 27 INC 2020 FOR ONE WINNER !- rt follow me and@btc_nft@Block_Flash @uniswap_gem…,0,,ARABELA,239,['1636243200-1636329600']
ilker38106275,ilker38106275,5,72,Sun Nov 07 19:06:36 +0000 2021,308,BTC,ilker38106275,ilker38106275,BTC,ilker,1636311996,1257360691209650179,RT @cryptokahin: Merhaba değerli dostlarım artık hafta sonları bu duruma alışmış olmanız gerek. #BTC Her zaman ki gibi CME kapalı iken silk…,0,,ilker,21,['1636243200-1636329600']
imransk02,imransk02,84,960,Sun Nov 07 19:46:43 +0000 2021,1788,ETH,Imransk02,Imransk02,,Imran Molla,1636314403,1436705110713716738,RT @MeghIslam6: @PissingCatCom I believe this is a faithful project.The projector has a lot of attractions so hopefully the project will be…,1,,Imran Molla,4406,['1636243200-1636329600']
inspiringmusik,inspiringmusik,8,12,Sun Dec 26 11:08:07 +0000 2021,130,ETH,InspiringMusik,InspiringMusik,BSCGems,InspiringMusic,1640516887,782928104,@eliotshep @ETH @SatoshiStrBets @DrCryptoVendor @SatoshiStrBets token nailing down those partnerships! #BSCGems,0,,InspiringMusic,738,['1640476800-1640563200']
jakeabunjing,jakeabunjing,366,2558,Sun Oct 31 12:08:07 +0000 2021,19699,BTC,jakeabunjing,jakeabunjing,"passive, LEONICORNSWAP",Milo,1635682087,1310955423139233792,"RT @CryptoNightNL: 🤯 this is CRAZY. #passive income by staking $LEOS #LEONICORNSWAP 🔥Almost 10k $LEON every SINGLE day, now worth 440$.…",3,,Milo,14137,['1635638400-1635724800']
joe_moreau_80,joe_moreau_80,16,233,Sun Dec 12 07:11:50 +0000 2021,622,BTC,Joe_Moreau_80,Joe_Moreau_80,"SEC, btc, eth, Ripple",Joseph.Moreau,1639293110,1386514623948414977,"If the #SEC announces that #btc or #eth are securities, it’s a sign the #Ripple case is being settled.",0,,Joseph.Moreau,560,['1639267200-1639353600']
juanyamcha,juanyamcha,4,35,Sun Dec 12 07:01:28 +0000 2021,1,BTC,JuanYamcha,JuanYamcha,LunarCrush,JuanYamcha,1639292488,4903056343,"Trending on #LunarCrush:""Hacked Indian PM Modi’s Twitter account promotes bitcoin scam"" via @RT_comTop coin mentions$btcsc",0,,JuanYamcha,190,['1639267200-1639353600']
judithvarg6495,judithvarg6495,7,36,Sun Dec 26 11:01:32 +0000 2021,27,BTC,JudithVarg6495,JudithVarg6495,,judith Vargas,1640516492,1681925203,RT @OfficialNovixel: If you missed out on the random giveawayAnd for all you calling my giveaways fake😎Have a cookie🍪@coinkit_ mon 20 1…,1,,judith Vargas,1030,['1640476800-1640563200']
katanhun,katanhun,2,51,Sun Oct 31 12:44:05 +0000 2021,60,BTC,katanhun,katanhun,,Katanhun,1635684245,1369183247595417601,RT @UltiArena: 🏞 Are you guys ready to connect your artworks to the blockchain? 👾ULTI Arena’s NFT Marketplace will be live on the 5th of…,0,,Katanhun,130,['1635638400-1635724800']
lazoduke,lazoduke,316,764,Sun Nov 14 20:36:35 +0000 2021,2043,ETH,LazoDuke,LazoDuke,,Duke,1636922195,1423255561068589058,RT @KinaMatahari: @mentalist420 @jdotcolombo 0.15 $ETH https://t.co/VfL4LlQtLv,5,,Duke,1676,['1636848000-1636934400']
lilinference,lilinference,44,419,Sun Nov 07 19:01:37 +0000 2021,5595,BTC,lilinference,lilinference,,-,1636311697,1348047827365199873,RT @LilMoonLambo: The $BTC pump in Q4 2021 will give you wife changing gains,0,,-,2427,['1636243200-1636329600']
litteni0,litteni0,24,540,Sun Oct 31 12:18:02 +0000 2021,24512,BTC,Litteni0,Litteni0,bitcoin,Littenio 🎃👻,1635682682,951725758820634624,I need a logo with #bitcoin in it $BTC help im new,0,,Littenio 🎃👻,6035,['1635638400-1635724800']
lokesh051995,lokesh051995,136,283,Sun Dec 05 13:06:43 +0000 2021,12937,BTC,Lokesh051995,Lokesh051995,डीएलएड_को_न्याय_दो_UOI_NCTE,Lokesh Singhal,1638709603,868708451890769920,RT @GoluNag53911614: #डीएलएड_को_न्याय_दो_UOI_NCTEजब  प्रारंभिक शिक्षा हेतु प्रशिक्षित बेरोजगार है तो अप्रशिक्षित को नियुक्ति देने पर विचार…,0,,Lokesh Singhal,8202,['1638662400-1638748800']
luckydohyun,luckydohyun,42,4999,Sun Dec 26 11:10:52 +0000 2021,4099,BTC,Luckydohyun,Luckydohyun,"BSC, Binance",tomato:),1640517052,1436615612118159365,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,tomato:),28462,['1640476800-1640563200']
mason_jappaa,mason_jappaa,37,688,Sun Oct 31 12:27:45 +0000 2021,64,BTC,Mason_Jappaa,Mason_Jappaa,,H I V E,1635683265,1443612351530422276,RT @HiveBlockchain: These are the 5 biggest developments in the world of $BTC from last week. https://t.co/H05gpHe33j https://t.co/hJ82LZwX…,0,,H I V E,332,['1635638400-1635724800']
meena299,meena299,13,34,Mon Dec 20 08:36:45 +0000 2021,158,BTC,meena299,meena299,,michi,1639989405,140929206,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,0,,michi,499,['1639958400-1640044800']
mentalandropoz,mentalandropoz,193,591,Sun Dec 26 10:35:47 +0000 2021,4300,BTC,mentalandropoz,mentalandropoz,,Mori🔺#Winkyverse #WNK $WNK,1640514947,1324745233846931456,RT @yasinsoyudemir1: 4 Ocak’ta metaverse coini @thewinkies1 pancakeswap ve uniswap satışa çıkacaktır. Winkyverse is coming 🧲 🧿 💵 Winkyverse…,2,,Mori🔺#Winkyverse #WNK $WNK,2311,['1640476800-1640563200']
mr_abrakadabra,mr_abrakadabra,5,1,Sun Oct 31 11:55:01 +0000 2021,126,BTC,Mr_Abrakadabra,Mr_Abrakadabra,,Mr_Abakadabra,1635681301,1431619965661102086,RT @Nik2Know: @nikichain Get some $DICE from @WINkorg777 Passive income💎 Massive divs💵Current max supply 988 mio and monthly burn🔥G…,0,,Mr_Abakadabra,108,['1635638400-1635724800']
omurakkoyunn,omurakkoyunn,545,702,Sun Dec 12 08:20:01 +0000 2021,3251,BTC,omurakkoyunn,omurakkoyunn,"CPSR, RACA, MİNA",Ömür Akkoyun,1639297201,356229659,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,1,,Ömür Akkoyun,727,['1639267200-1639353600']
pathi_kita,pathi_kita,9,76,Sun Dec 12 05:09:55 +0000 2021,4591,DOGE,pathi_kita,pathi_kita,,Anvit,1639285795,1458405738334674946,"@Daud_Ahmed_ @YesSir97077739 @shen_shiwei @chedetofficial Abe ... Chaman chut8yee,Sabse pehle mein tera beta nahi… https://t.co/0I22AZ7Zqx",0,,Anvit,1190,['1639267200-1639353600']
projektor0,projektor0,13,60,Sun Nov 07 18:56:06 +0000 2021,3071,BTC,projektor0,projektor0,,ADİL SULTAN,1636311366,1059488473843933184,@eness_turann 68 K kadar hızlı BTC yükselişi olurken alt coinler kırmızı yakmıştı. Yine öyle mi olur? YOKSA ALTLARA MI YIĞINAK YAPSAK?,0,,ADİL SULTAN,1745,['1636243200-1636329600']
rizkibkw,rizkibkw,31,145,Sun Dec 26 10:52:57 +0000 2021,293,BTC,rizkibkw,rizkibkw,,Rizkibkw,1640515977,1459383492064673795,RT @OfficialNovixel: If you missed out on the random giveawayAnd for all you calling my giveaways fake😎Have a cookie🍪@coinkit_ mon 20 1…,0,,Rizkibkw,785,['1640476800-1640563200']
saityald,saityald,1,17,Sun Dec 12 07:46:59 +0000 2021,2,BTC,SaitYald,SaitYald,,sait yaldız,1639295219,1427358625593446404,RT @kriptoefendisi_: Bu kötü günlerde yardımcı  olmak için 1 kişiye 1000 $ 🎉🎁🎈ÇEKİLİŞ VAR 🎉🎁🎈💵1 kişiye toplam 1000💲👉🏻Bu gönderiyi  RT🔄…,0,,sait yaldız,14,['1639267200-1639353600']
schattenlnr,schattenlnr,43,55,Sun Dec 26 10:39:59 +0000 2021,238,BTC,SchattenLNR,SchattenLNR,lunarteam,Schatten,1640515199,1468842685154807810,RT @CryptoMomshie: NO CHRISTMAS BREAK to this very hard working #lunarteam  who always did a great job. Write down your questions and they…,0,,Schatten,245,['1640476800-1640563200']
